Parcel Number,PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,List Number,Adj_Price,ln_Price,ln_GLA,Time_1,Time_2,Time_3,Trended_Price
20800020000,Res Conversion to Multiunit,0.16,RESIDENTIAL,C," $68,607.00 "," $243,736.00 ",840.0,840.0,1995.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,2024-06-18,0.0,Land Sales,106466.0,350000.0,12.765688433465597,6.733401891837359,27.92378449408673,0.2956636005256242,1.2483574244415243,356183.3667062267
20900000000,Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $215,622.00 ",949.0,715.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,2023-03-29,0.0,Residential,101237.0,240000.0,12.388394202324129,6.855408798609928,14.783180026281208,0.0,0.0,249299.41344337302
20900000000,Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $215,622.00 ",949.0,715.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,2023-03-29,0.0,Land Sales,101237.0,240000.0,12.388394202324129,6.855408798609928,14.783180026281208,0.0,0.0,259037.51573016716
24402450000,Single Family Res,0.34,RESIDENTIAL,C," $113,948.00 "," $309,574.00 ",1357.0,680.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221.0,0.0,0.0,450000.0,2025-06-18,0.0,Residential,110701.0,450000.0,13.017002861746503,7.213031659834869,27.92378449408673,0.2956636005256242,13.23915900131406,449403.45548911736
24402450000,Single Family Res,0.34,RESIDENTIAL,C," $113,948.00 "," $309,574.00 ",1357.0,680.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221.0,0.0,0.0,450000.0,2025-06-18,0.0,Land Sales,110701.0,450000.0,13.017002861746503,7.213031659834869,27.92378449408673,0.2956636005256242,13.23915900131406,452761.7452842525
24600000000,Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $283,197.00 ",1600.0,447.0,1994.0,3.0,Two Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372000.0,2022-04-07,0.0,Residential,97099.0,372000.0,12.826649133255284,7.3777589082278725,3.088042049934297,0.0,0.0,375120.63725236093
24600000000,Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $283,197.00 ",1600.0,447.0,1994.0,3.0,Two Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372000.0,2022-04-07,0.0,Land Sales,97099.0,372000.0,12.826649133255284,7.3777589082278725,3.088042049934297,0.0,0.0,389997.40438951016
24900000000,Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $558,757.00 ",2486.0,654.0,2006.0,3.5,One and One Half,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541007.0,2024-02-29,0.0,Residential,104047.0,541007.0,13.201187496746758,7.818430272070656,25.854139290407357,0.0,0.0,577972.7652012472
24900000000,Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $558,757.00 ",2486.0,654.0,2006.0,3.5,One and One Half,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541007.0,2024-02-29,0.0,Land Sales,104047.0,541007.0,13.201187496746758,7.818430272070656,25.854139290407357,0.0,0.0,600223.1513064259
25300000000,Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $441,410.00 ",1650.0,732.0,2006.0,3.5,One Story,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,2025-08-14,0.0,Residential,112304.0,500000.0,13.122363377404328,7.408530566894626,27.92378449408673,0.2956636005256242,15.111695137976346,499529.8430849386
25300000000,Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $441,410.00 ",1650.0,732.0,2006.0,3.5,One Story,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,2025-08-14,0.0,Land Sales,112304.0,500000.0,13.122363377404328,7.408530566894626,27.92378449408673,0.2956636005256242,15.111695137976346,502174.2682476563
26900000000,Single Family Res,0.32,RESIDENTIAL,C," $111,008.00 "," $263,911.00 ",820.0,820.0,1994.0,3.0,One Story,1.0,0.0,0.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335000.0,2022-08-12,0.0,Residential,98801.0,335000.0,12.721885810807203,6.709304340258298,7.260183968462549,0.0,0.0,341403.8140987685
26900000000,Single Family Res,0.32,RESIDENTIAL,C," $111,008.00 "," $263,911.00 ",820.0,820.0,1994.0,3.0,One Story,1.0,0.0,0.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335000.0,2022-08-12,0.0,Land Sales,98801.0,335000.0,12.721885810807203,6.709304340258298,7.260183968462549,0.0,0.0,354870.7255595682
27500000000,Single Family Res,0.35,RESIDENTIAL,C," $115,381.00 "," $347,555.00 ",1513.0,880.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385000.0,2022-04-28,0.0,Residential,97176.0,385000.0,12.86099861326992,7.321849713788356,3.7779237844940865,0.0,0.0,388909.57909757865
27500000000,Single Family Res,0.35,RESIDENTIAL,C," $115,381.00 "," $347,555.00 ",1513.0,880.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385000.0,2022-04-28,0.0,Land Sales,97176.0,385000.0,12.86099861326992,7.321849713788356,3.7779237844940865,0.0,0.0,404319.502807658
27900000000,Res Conversion to Multiunit,0.21,RESIDENTIAL,C," $80,357.00 "," $363,116.00 ",1831.0,150.0,1994.0,3.0,One and One Half,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235000.0,2022-09-28,0.0,Residential,97519.0,235000.0,12.367340793126296,7.5126175446745105,8.804204993429698,0.0,0.0,240431.92690327048
27900000000,Res Conversion to Multiunit,0.21,RESIDENTIAL,C," $80,357.00 "," $363,116.00 ",1831.0,150.0,1994.0,3.0,One and One Half,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235000.0,2022-09-28,0.0,Land Sales,97519.0,235000.0,12.367340793126296,7.5126175446745105,8.804204993429698,0.0,0.0,249896.98885287804
28100000000,Commercial,0.35,CONVENIENCE MARKETS,C," $182,952.00 "," $442,739.00 ",2864.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601999.0,2025-01-30,0.0,Residential,108807.0,601999.0,13.308011063160011,7.9599745280805365,27.92378449408673,0.2956636005256242,8.672798948751643,600635.6397606747
28100000000,Commercial,0.35,CONVENIENCE MARKETS,C," $182,952.00 "," $442,739.00 ",2864.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601999.0,2025-01-30,0.0,Land Sales,108807.0,601999.0,13.308011063160011,7.9599745280805365,27.92378449408673,0.2956636005256242,8.672798948751643,608327.4760362221
28300000000,Mixed Use,0.27,MOTEL/HOTEL/RESTAURANT,C," $147,015.00 "," $308,417.00 ",1182.0,1182.0,1994.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,2025-05-22,0.0,Residential,110566.0,300000.0,12.611537753638338,7.074963197966044,27.92378449408673,0.2956636005256242,12.352168199737187,299547.56029024726
28300000000,Mixed Use,0.27,MOTEL/HOTEL/RESTAURANT,C," $147,015.00 "," $308,417.00 ",1182.0,1182.0,1994.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,2025-05-22,0.0,Land Sales,110566.0,300000.0,12.611537753638338,7.074963197966044,27.92378449408673,0.2956636005256242,12.352168199737187,302095.67713712197
30000000000,Single Family Res,0.23,RESIDENTIAL,C," $82,054.00 "," $278,327.00 ",1248.0,1248.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310000.0,2023-10-26,0.0,Residential,103123.0,310000.0,12.644327576461329,7.129297548929373,21.71484888304862,0.0,0.0,327722.9271421091
30000000000,Single Family Res,0.23,RESIDENTIAL,C," $82,054.00 "," $278,327.00 ",1248.0,1248.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310000.0,2023-10-26,0.0,Land Sales,103123.0,310000.0,12.644327576461329,7.129297548929373,21.71484888304862,0.0,0.0,340408.53956011694
30700000000,Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,2022-05-13,0.0,Residential,97063.0,320000.0,12.676076274775909,7.009408932708637,4.270696452036794,0.0,0.0,323653.7697624368
30700000000,Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375520.0,2024-04-22,0.0,Residential,105114.0,375520.0,12.83606701108485,7.009408932708637,27.59526938239159,0.0,0.0,402953.92249113246
30700000000,Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,2022-05-13,0.0,Multi-Family,97064.0,320000.0,12.676076274775909,7.009408932708637,4.270696452036794,0.0,0.0,283739.14078736084
30700000000,Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,2022-05-13,0.0,Land Sales,97063.0,320000.0,12.676076274775909,7.009408932708637,4.270696452036794,0.0,0.0,336469.89592679363
30700000000,Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375520.0,2024-04-22,0.0,Land Sales,105114.0,375520.0,12.83606701108485,7.009408932708637,27.59526938239159,0.0,0.0,418430.78937539225
31000000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244000.0,2025-02-11,0.0,Residential,109644.0,244000.0,12.404923504275338,6.77078942390898,27.92378449408673,0.2956636005256242,9.067017082785808,243467.18060465163
31000000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336000.0,2025-11-07,0.0,Residential,113079.0,336000.0,12.724866438945341,6.77078942390898,27.92378449408673,0.2956636005256242,17.904073587385017,335877.22329662734
31000000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244000.0,2025-02-11,0.0,Land Sales,109644.0,244000.0,12.404923504275338,6.77078942390898,27.92378449408673,0.2956636005256242,9.067017082785808,246472.68861525174
31000000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336000.0,2025-11-07,0.0,Land Sales,113079.0,336000.0,12.724866438945341,6.77078942390898,27.92378449408673,0.2956636005256242,17.904073587385017,336566.8718431371
32000000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $485,410.00 ",1973.0,1058.0,1994.0,3.0,Two Story,2.0,1.0,0.75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,384.0,0.0,0.0,300000.0,2025-09-05,0.0,Residential,112466.0,300000.0,12.611537753638338,7.587310506022615,27.92378449408673,0.2956636005256242,15.83442838370565,299762.536170199
32000000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $485,410.00 ",1973.0,1058.0,1994.0,3.0,Two Story,2.0,1.0,0.75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,384.0,0.0,0.0,300000.0,2025-09-05,0.0,Land Sales,112466.0,300000.0,12.611537753638338,7.587310506022615,27.92378449408673,0.2956636005256242,15.83442838370565,301097.7064269043
33200000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,027.00 ",864.0,384.0,1999.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220500.0,2024-08-13,0.0,Residential,107607.0,220500.0,12.303652973869038,6.761572768804055,27.92378449408673,0.2956636005256242,3.088042049934297,219747.6493585822
33200000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,027.00 ",864.0,384.0,1999.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220500.0,2024-08-13,0.0,Land Sales,107607.0,220500.0,12.303652973869038,6.761572768804055,27.92378449408673,0.2956636005256242,3.088042049934297,224003.5911061494
33900010000,Single Family Res,0.15,RESIDENTIAL,C," $55,603.00 "," $454,417.00 ",1490.0,1150.0,2001.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,475000.0,2023-08-07,0.0,Residential,102598.0,475000.0,13.071070083016778,7.306531398939505,19.086727989487514,0.0,0.0,498820.0598571282
33900010000,Single Family Res,0.15,RESIDENTIAL,C," $55,603.00 "," $454,417.00 ",1490.0,1150.0,2001.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,475000.0,2023-08-07,0.0,Land Sales,102598.0,475000.0,13.071070083016778,7.306531398939505,19.086727989487514,0.0,0.0,518195.4136030811
35000000000,Manufactured Home,0.3,RESIDENTIAL,C," $74,973.00 "," $284,751.00 ",1589.0,0.0,2020.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,2023-04-10,0.0,Residential,98859.0,300000.0,12.611537753638338,7.370860166536716,15.177398160315374,0.0,0.0,311935.99676318426
35000000000,Manufactured Home,0.3,RESIDENTIAL,C," $74,973.00 "," $284,751.00 ",1589.0,0.0,2020.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,2023-04-10,0.0,Land Sales,98859.0,300000.0,12.611537753638338,7.370860166536716,15.177398160315374,0.0,0.0,324114.52862797683
35100000000,Res Plex (2 - 4),0.26,4 RESIDENTIAL AND UP / MULTIPLE RESIDENTIAL,C," $60,000.00 "," $314,655.00 ",2484.0,0.0,2010.0,3.0,Fourplex: Two Story,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412070.0,2024-10-18,0.0,Residential,108171.0,412070.0,12.928948516812419,7.81762544305337,27.92378449408673,0.2956636005256242,5.256241787122208,410847.4889665994
35100000000,Res Plex (2 - 4),0.26,4 RESIDENTIAL AND UP / MULTIPLE RESIDENTIAL,C," $60,000.00 "," $314,655.00 ",2484.0,0.0,2010.0,3.0,Fourplex: Two Story,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412070.0,2024-10-18,0.0,Land Sales,108171.0,412070.0,12.928948516812419,7.81762544305337,27.92378449408673,0.2956636005256242,5.256241787122208,417755.9164643617
35400000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,186.0,0.0,0.0,399900.0,2025-07-23,0.0,Residential,111752.0,399900.0,12.89896979483491,7.221105098182496,27.92378449408673,0.2956636005256242,14.388961892247043,399464.48514132557
35400000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,186.0,0.0,0.0,237500.0,2023-10-05,0.0,Residential,103746.0,237500.0,12.377922902456833,7.221105098182496,21.02496714848883,0.0,0.0,250639.11722103492
35400000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,186.0,0.0,0.0,399900.0,2025-07-23,0.0,Land Sales,111752.0,399900.0,12.89896979483491,7.221105098182496,27.92378449408673,0.2956636005256242,14.388961892247043,401914.9062536238
35400000000,Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,186.0,0.0,0.0,237500.0,2023-10-05,0.0,Land Sales,103746.0,237500.0,12.377922902456833,7.221105098182496,21.02496714848883,0.0,0.0,260349.76031568783
35900010000,Manufactured Home,0.2,RESIDENTIAL,C," $62,947.00 "," $214,895.00 ",1647.0,0.0,2005.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,224.0,0.0,0.0,290000.0,2025-03-12,0.0,Residential,108493.0,290000.0,12.577636201962656,7.4067107301776405,27.92378449408673,0.2956636005256242,10.019710906701707,289423.53146126773
35900010000,Manufactured Home,0.2,RESIDENTIAL,C," $62,947.00 "," $214,895.00 ",1647.0,0.0,2005.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,224.0,0.0,0.0,290000.0,2025-03-12,0.0,Land Sales,108493.0,290000.0,12.577636201962656,7.4067107301776405,27.92378449408673,0.2956636005256242,10.019710906701707,292673.77903671016
36000010001,Res PUD,0.04,CONDOMINIUM / TOWNHOUSE,C," $10,000.00 "," $168,682.00 ",1133.0,0.0,2008.0,3.0,End: Two Story,1.0,1.0,0.0,1.0,1.0,0.0,0.0,231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287500.0,2022-02-28,0.0,Residential,96730.0,287500.0,12.568978139219542,7.0326242610280065,1.8396846254927726,0.0,0.0,288995.3280894988
36000010001,Res PUD,0.04,CONDOMINIUM / TOWNHOUSE,C," $10,000.00 "," $168,682.00 ",1133.0,0.0,2008.0,3.0,End: Two Story,1.0,1.0,0.0,1.0,1.0,0.0,0.0,231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287500.0,2022-02-28,0.0,Land Sales,96730.0,287500.0,12.568978139219542,7.0326242610280065,1.8396846254927726,0.0,0.0,300474.8984282834
360000200002,Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $200,899.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285000.0,2022-03-14,0.0,Residential,96624.0,285000.0,12.560244459250788,6.9782137426306985,2.299605781865966,0.0,0.0,286816.6958386282
360000200002,Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $200,899.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285000.0,2022-03-14,0.0,Land Sales,96624.0,285000.0,12.560244459250788,6.9782137426306985,2.299605781865966,0.0,0.0,298202.992648376
360000200015,Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $197,628.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245000.0,2025-02-28,0.0,Residential,109611.0,245000.0,12.409013489526863,6.9782137426306985,27.92378449408673,0.2956636005256242,9.625492772667542,244493.12582711567
360000200015,Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $197,628.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245000.0,2025-02-28,0.0,Land Sales,109611.0,245000.0,12.409013489526863,6.9782137426306985,27.92378449408673,0.2956636005256242,9.625492772667542,247351.52265224687
