MLS #,Acres,Basement Finished,Under Contract Date,Effective Date Of The Listing Agreement,List Price,Basement Square Feet,Sold Concessions,Sold Date,Sold Price,Sold Terms,Tax ID,Total Bedrooms,Total Full Bathrooms,Total Half Bathrooms,Total Three-quarter Bathrooms,Total Fireplaces,Total Kitchens,Total Laundry Rooms,Total Square Feet,Year Built,Road Condition,Accessability,Address
107584,0.02,0.0,2024-09-05,2024-07-08,292500,0,7375,2024-10-11,295000.0,CONV,B-1386-0033-0000,3,2,1,0,0,1,1,1620,2020,Paved,Year Round,1583 S 1500 #B W
107593,0.35,0.0,2024-11-06,2024-07-08,359000,450,0,2024-11-22,352000.0,CONV,A-0449-0000-0000,3,2,0,0,2,1,1,2342,1918,Paved,,112 S 500 W
107599,0.21,50.0,2024-10-25,2024-07-08,399000,336,0,2024-11-22,399000.0,CONV,A-1148-0003-0001-01,3,1,0,0,1,1,1,1624,1963,Paved,Year Round,1039 S Nordic Court
107602,0.39,100.0,2024-09-05,2024-07-08,464000,1254,0,2024-09-30,460000.0,VA,A-0223-0001-0000,4,2,1,0,3,1,1,2498,1974,Paved,Year Round,170 N 100 E
107607,0.43,0.0,2024-07-17,2024-07-09,250000,0,0,2024-08-13,220500.0,CASH,A-0332-0000-0000,2,2,0,0,0,1,1,1308,1922,Paved,,290 N 200 E
107616,0.08,0.0,2024-08-22,2024-07-10,299000,0,10000,2024-09-26,299000.0,CONV,B-1870-0141-000S,3,2,1,0,0,1,1,1287,2019,Paved,Year Round,2636 N Shady Place
107617,0.24,75.0,2024-11-04,2024-07-10,515000,1717,0,2024-11-26,480000.0,CONV,B-1208-0005-0005,4,3,0,0,0,1,1,3499,1998,Paved,Year Round,2113 N Buckboard Drive
107625,0.55,0.0,2024-08-24,2024-07-11,365000,0,5000,2024-09-26,360000.0,CONV,E-0147-0036-0000,3,2,0,0,1,1,1,1404,2002,Unimproved,Year Round,2067 N 4650 W
107644,0.28,0.0,2024-08-23,2024-07-12,469900,0,18000,2024-09-20,477000.0,VA,A-1034-0009-0000,3,2,0,0,0,1,1,1769,2022,Paved,,1080 E Southern Homestead Boulevard
107664,0.08,0.0,2024-07-16,2024-07-16,320000,0,0,2024-08-02,320000.0,CONV,B-1870-0093-000S,3,2,1,0,0,1,1,1657,2020,Paved,,2736 N Clark Parkway
107665,0.23,100.0,2024-08-29,2024-07-15,429000,1200,0,2024-09-12,422000.0,CASH,B-0065-0053-0000,4,2,1,0,2,1,1,2400,1961,Paved,Year Round,210 N Highland Drive
107668,0.27,100.0,2024-07-25,2024-07-15,630000,2117,12000,2024-08-27,630000.0,VA,B-1782-0003-0000,7,3,0,0,1,1,1,4234,2005,Paved,,3764 W 1375 N
107672,0.13,0.0,2024-07-27,2024-07-15,344500,0,5000,2024-08-30,344500.0,CONV,B-1791-0009-0000,3,2,0,0,0,1,1,1290,2005,Paved,,1469 S Northern View Dr
107674,0.53,0.0,2024-08-28,2024-07-15,195000,0,0,2024-09-12,175000.0,CASH,D-0527-0001-0002-07,3,2,0,0,1,1,1,1080,1994,Paved,Year Round,2736 W 5025 N
107675,0.04,0.0,2024-11-21,2024-07-15,335000,0,0,2024-12-18,325000.0,CASH,B-2003-0015-0000,3,2,0,0,1,1,1,1454,2020,Paved,Year Round,1825 N Lund Highway #15
107681,0.16,1548.0,2024-10-29,2024-07-16,559000,1586,10000,2024-12-05,554500.0,CONV,B-1613-0005-0000,6,3,0,0,2,1,1,3172,2001,Paved,Year Round,639 S Legacy Park Ave
107682,0.1,0.0,2024-11-18,2024-07-16,429000,0,6067,2024-12-16,429000.0,CONV,B-2026-007B-0000,5,3,0,0,0,1,1,2277,2024,Paved,Year Round,693 S Liberty Cove Drive
107688,0.12,0.0,2024-09-09,2024-07-16,374150,0,4037,2024-11-05,371150.0,FHA,B-2029-0018-000E,3,2,0,0,0,1,1,1448,2024,Paved,Year Round,356 W Rosie Lot 18E Loop
107693,0.29,80.0,2024-07-16,2024-07-16,620000,1936,0,2024-12-10,628250.0,CASH,B-2012-0823-0000,5,3,0,0,1,1,1,3872,2024,Paved,,1923 S Harvest Lane
107698,1.09,100.0,2024-08-05,2024-07-16,544900,2183,10000,2024-08-30,530000.0,FHA,A-0758-0002-0003,6,3,1,0,1,1,1,4200,2003,Paved,,5088 N Veterans Memorial Dr
107707,0.0,0.0,2024-08-18,2024-07-17,139000,0,0,2024-09-19,135000.0,Own Fin,A-1176-000B-0202,0,1,0,0,1,1,1,420,1984,Paved,,464 N Highway 143 #B202
107716,1.25,100.0,2024-10-28,2024-07-17,420000,1025,5000,2024-11-29,425000.0,FHA,D-0456-0686-0000,5,3,0,0,0,1,1,2050,2017,,Year Round,5946 N 4275 W
107718,0.1,0.0,2024-08-16,2024-07-17,465000,0,1500,2024-09-12,465000.0,CASH,B-1895-0013-0000,3,2,0,0,1,1,1,1726,2016,Paved,Year Round,2398 W Crescent Heights S Drive
107721,0.25,5.0,2024-10-22,2024-07-18,410000,1273,0,2024-11-13,400000.0,CASH,B-1395-0003-0002,3,1,0,1,0,1,1,3019,1995,Paved,Year Round,2219 N Sumack Circle
107723,0.25,0.0,2024-07-26,2024-07-18,425000,0,8000,2024-08-28,425000.0,CONV,A-1035-0011-0000,3,2,0,0,0,1,1,1799,2024,Paved,,4953 N 75 E
107728,0.24,0.0,2024-07-18,2024-07-16,490000,1650,5000,2024-09-19,493400.0,CONV,B-1857-0027-0117,3,2,0,0,0,1,1,3300,2024,Paved,Year Round,548 S Foundation Trail
107732,0.24,0.0,2024-08-15,2024-07-18,435900,0,14000,2024-09-23,437000.0,VA,B-1857-0027-0119,3,2,0,0,0,1,1,1769,2024,Paved,Year Round,572 S Foundation Trail
107734,0.29,0.0,2024-07-26,2024-07-18,530000,0,7500,2024-08-28,530000.0,VA,D-1216-0023-0000,4,2,0,0,1,1,1,1854,2018,Paved,Year Round,3678 N Monarch Drive
107735,0.23,0.0,2024-12-05,2024-07-18,435900,0,0,2024-12-27,435900.0,CASH,B-1857-0027-0104,3,2,0,0,0,1,1,1769,2024,Paved,Year Round,656 S Foundation Trail
107738,0.1,0.0,2024-09-16,2024-07-19,349900,0,7100,2024-10-15,352000.0,FHA,B-1013-0002-0002,3,2,0,0,0,1,1,1550,2017,Paved,,692 S 75 E
107739,0.36,0.0,2024-09-19,2024-07-19,484900,0,7500,2024-10-18,484900.0,CONV,B-2017-0050-0000,4,2,0,0,1,1,1,1864,2024,Paved,,132 N Sterling Dr (Lot 50 Phs 4 Crescent Hills)
107741,0.26,0.0,2024-08-01,2024-07-19,399450,0,0,2024-08-30,405000.0,FHA,A-0798-0041-0000,3,2,0,0,0,1,1,1406,2024,Paved,Year Round,881 E Winchester Lot 41 Drive
107747,0.26,40.0,2024-07-19,2024-07-19,509000,1681,0,2024-11-21,566000.0,CONV,B-2020-0150-0000,5,3,0,0,1,1,1,3545,2024,Paved,Year Round,4663 W 200 Lot 150 N
107764,0.1,0.0,2024-08-07,2024-07-23,305000,0,5175,2024-09-13,305000.0,CASH,B-1870-0006-0000,3,2,1,0,1,1,1,1614,2006,Paved,Year Round,2978 N Gemini Meadows Lane
107765,0.46,65.0,2024-10-29,2024-07-22,360000,1008,0,2024-11-25,350000.0,CONV,A-0840-0005-0013,5,2,0,0,0,1,1,2016,1985,Paved,,4669 N Marshal Trail
107767,0.46,0.0,2024-09-18,2024-07-22,395000,432,0,2024-10-30,375000.0,CONV,A-0941-0021-0000,3,1,1,0,0,1,1,1909,2006,Paved,,1945 E Saddleback View E Drive
107773,0.28,0.0,2024-11-12,2024-07-23,677000,0,0,2024-12-27,675000.0,CONV,B-2012-0924-0000,4,3,0,0,1,1,1,2242,2024,Paved,Year Round,1825 S Hidden Canyon Road
107777,0.5,0.0,2024-08-28,2024-07-23,554800,1920,0,2024-10-25,554800.0,CASH,D-1214-0007-0000,3,2,0,0,0,1,1,3840,2024,Paved,Year Round,2337 W 4925 N
107778,0.03,0.0,2024-11-07,2024-07-23,285000,0,0,2024-12-13,282000.0,CONV,B-1958-0007-000H,3,2,1,0,0,1,1,1430,2018,Paved,Year Round,138 E 3025 N
107788,0.25,100.0,2024-09-20,2024-07-24,585000,1822,0,2024-10-11,610000.0,CASH,B-1688-0054-0000,3,2,1,0,2,1,1,3683,2007,Paved,Year Round,2823 N 175 W
107790,0.44,0.0,2024-07-25,2024-07-22,829500,0,0,2024-09-11,829500.0,CASH,B-2012-0842-0000,4,2,0,0,1,1,1,2719,2024,Paved,Year Round,3046 W Rock Ridge Road
107792,0.02,0.0,2024-08-13,2024-07-24,276900,0,0,2024-09-20,260000.0,CONV,B-1917-0004-0000,3,2,1,0,0,1,1,1365,2009,Paved,Year Round,340 W 1425 #85 N
107795,0.17,95.0,2024-08-02,2024-07-24,369900,1056,5000,2024-08-26,360000.0,CONV,B-0001-0009-0019-323,5,1,0,2,0,1,1,2138,1980,Paved,,338 W 1725 N
107808,0.03,80.0,2024-09-27,2024-07-25,344990,632,0,2024-11-07,344990.0,CONV,B-1857-1197-0000,3,2,1,0,0,1,1,2187,2024,Paved,Year Round,2939 W LaGrand Street #1197
107811,0.03,80.0,2024-09-10,2024-07-25,339990,632,0,2024-10-22,339990.0,FHA,B-1857-1198-0000,3,2,1,0,0,1,1,2187,2024,Paved,Year Round,2935 W LaGrand Street #1198
107813,0.3,0.0,2024-10-18,2024-07-26,645000,0,10000,2024-11-08,645000.0,CONV,B-2020-0076-0000,5,3,0,0,0,1,1,2631,2024,Paved,,4390 W 200 N
107814,0.03,80.0,2024-08-02,2024-07-25,359390,632,0,2024-09-17,359390.0,FHA,B-1857-1199-0000,4,2,1,0,0,1,1,2247,2024,Paved,Year Round,2931 W LaGrand Street #1199
107849,0.47,85.0,2024-11-03,2024-07-27,439000,672,0,2024-12-17,390000.0,CONV,A-1211-0034-0000,1,1,0,0,1,1,1,1800,1999,,Year Round,261 N Falcon Ct. CBME unit C lot 34
107856,5.85,50.0,2024-10-21,2024-07-29,1264000,2551,0,2024-11-18,1239000.0,CASH,E-0171-0002-0005,5,3,1,0,1,1,1,5103,2023,Paved,Year Round,1548 N 6775 W
107858,0.26,90.0,2024-07-29,2024-07-29,469900,1117,0,2024-12-13,479985.0,CONV,B-2020-0127-0000,4,2,1,0,0,1,1,2536,2024,Paved,Year Round,4679 W 250 Lot 127 N
107861,0.0,0.0,2024-10-31,2024-07-29,160000,0,0,2024-12-13,130000.0,CASH,A-1178-0119-0000,0,1,0,0,0,1,1,464,1983,Paved,Year Round,150 W Ridge View St #119
107862,0.25,0.0,2024-07-29,2024-07-29,424900,0,0,2024-07-29,424900.0,CASH,A-1035-0030-0000,3,2,0,0,1,1,1,1530,2024,Paved,,4860 N 10 E
107865,0.31,0.0,2024-07-29,2024-07-29,515000,1795,0,2024-12-20,538695.0,VA,A-0990-0027-0000,4,2,0,0,1,1,1,3782,2024,Paved,,1009 E 4240 N (Lot 27 Phs 4 Settlers Square)
107867,0.26,0.0,2024-08-29,2024-07-29,429900,0,10000,2024-09-23,429900.0,FHA,A-1035-0005-0000,3,2,0,0,1,1,1,1594,2024,Paved,,4895 N 10 E
107876,0.41,0.0,2024-11-02,2024-07-29,469000,0,0,2024-12-02,465000.0,VA,A-0938-0082-0000,3,2,1,0,1,1,1,2006,2024,Paved,Year Round,4774 N Millard Ln N
107883,0.32,0.0,2024-09-06,2024-07-29,403800,0,10000,2024-10-11,409400.0,VA,A-1038-0013-0000,3,2,0,0,0,1,1,1596,2024,Paved,Year Round,5171 N Bald Eagle Drive
107886,0.89,0.0,2024-11-11,2024-07-31,930000,0,26600,2024-11-27,959900.0,CONV,B-2030-0009-0000,4,4,0,0,1,1,1,3694,2024,Paved,,4182 W 1800 S
107894,0.02,0.0,2024-11-01,2024-08-01,286000,0,0,2024-11-27,283000.0,CASH,B-1857-1042-0000,3,2,0,0,0,1,1,1399,2023,Paved,Year Round,523 S May Drive
107896,0.02,0.0,2024-09-10,2024-08-01,305000,0,0,2024-10-04,300000.0,CONV,B-2013-0045-0000,3,2,1,0,0,1,1,1500,2024,Paved,Year Round,498 W 1225 45 N
107898,0.02,0.0,2024-08-12,2024-08-01,299000,0,0,2024-09-30,290000.0,CASH,B-2013-0047-0000,3,2,1,0,0,1,1,1500,2024,Paved,Year Round,498 W 1225 47 N
107901,0.26,0.0,2024-08-24,2024-08-01,565000,0,15000,2024-09-10,565000.0,VA,B-2020-0074-0000,4,2,1,0,0,1,1,2317,2024,Paved,,4426 W 200 N
107907,0.03,0.0,2024-10-11,2024-08-02,310000,0,0,2024-10-31,310000.0,CONV,B-1386-0032-0000,4,2,1,0,0,1,1,1957,2020,Paved,Year Round,1583 S Quartz A W
107910,0.27,0.0,2024-09-01,2024-08-02,329000,0,0,2024-10-03,329000.0,CONV,B-1160-0003-0001,3,2,0,0,0,1,1,1452,1984,Paved,Year Round,90 N Silverspur Drive
107912,0.02,0.0,2024-08-27,2024-08-01,281990,0,0,2024-10-08,281990.0,CONV,B-1857-1116-0000,3,2,0,0,0,1,1,1399,2024,Paved,Year Round,563 S May 1116 Drive
107913,0.02,0.0,2024-09-21,2024-08-01,275990,0,0,2024-10-30,275990.0,FHA,B-1857-1118-0000,3,2,0,0,0,1,1,1399,2024,Paved,Year Round,569 S May 1118 Drive
107915,0.02,0.0,2024-09-21,2024-08-01,269990,0,0,2024-10-29,269990.0,CONV,B-1857-1117-0000,3,2,0,0,0,1,1,1300,2024,Paved,Year Round,567 S May 1117 Drive
107916,0.03,80.0,2024-10-09,2024-08-01,334990,632,0,2024-11-28,334990.0,CONV,B-1857-1200-0000,3,2,1,0,0,1,1,2187,2024,Paved,Year Round,2927 W LaGrand Street #1200
107919,0.03,80.0,2024-09-12,2024-08-01,349990,632,0,2024-10-30,349990.0,CONV,B-1857-1201-0000,4,2,1,0,0,1,1,2247,2024,Paved,Year Round,2923 W LaGrand Street #1201
107924,0.19,0.0,2024-08-15,2024-08-03,449000,0,0,2024-09-27,443999.0,CASH,B-2010-0030-0000,3,2,0,0,1,1,1,1633,2021,Paved,Year Round,112 N Oxford Lane
107931,0.21,100.0,2024-08-09,2024-08-05,495000,1285,0,2024-09-10,475000.0,CONV,B-1941-0007-0000,5,3,0,0,0,2,1,2570,2008,Paved,,3534 W 325 S Circle
107938,0.23,0.0,2024-09-23,2024-08-06,529900,0,0,2024-10-11,529900.0,CONV,B-2027-0001-0000,4,2,0,0,1,1,1,2055,2024,Paved,,2185 S Bluff Drive
107942,0.37,0.0,2024-10-22,2024-08-06,439999,0,7000,2024-12-10,429000.0,CONV,A-2057-000A-0015,3,2,0,0,0,1,1,1800,2021,Paved,Year Round,340 S 1200 W
107947,0.02,0.0,2024-08-07,2024-08-06,275000,0,0,2024-08-16,272000.0,CASH,B-2013-0043-0000,2,2,1,0,0,1,1,1388,2024,Paved,Year Round,498 W 1225 43 N
107952,0.0,0.0,2024-10-22,2024-08-06,125000,0,0,2024-11-01,105000.0,CASH,A-1176-000B-0207,0,1,0,0,0,1,1,420,1984,Paved,Year Round,464 N HWY 143 #B207
107955,0.02,0.0,2024-11-13,2024-08-07,260000,0,0,2024-12-12,265000.0,FHA,B-2040-0017-000B,3,2,1,0,0,1,1,1242,2024,Paved,Year Round,920 S 25 #17B E
107957,0.03,0.0,2024-08-07,2024-08-07,329900,0,5000,2024-08-29,329900.0,CONV,B-1436-0013-0000,3,2,1,0,0,1,1,1625,2024,Paved,,4283 W HWY 56 #10
107958,0.25,100.0,2024-08-10,2024-08-07,439900,1187,10000,2024-09-13,449900.0,CONV,B-1194-0004-0014,5,1,0,1,1,1,1,2374,1994,Paved,,2126 N Wedgewood Lane
107966,0.49,0.0,2024-08-06,2024-08-06,1200000,0,0,2024-12-19,1254104.0,CONV,B-2012-0818-0000,4,3,1,0,1,1,1,3252,2024,Paved,Year Round,1853 S Harvest Lane
107968,0.29,0.0,2024-08-21,2024-08-06,398000,0,0,2024-09-30,395000.0,CASH,B-2020-0057-0000,3,2,0,0,0,1,1,1549,2024,Paved,,4312 W 250 N
107974,0.48,60.0,2024-10-29,2024-08-08,550000,1780,0,2024-11-22,530000.0,CONV,A-0953-0012-0000,3,3,0,0,0,1,1,3560,2022,Paved,Year Round,4410 Tomahawk Drive
107976,0.1,0.0,2024-08-22,2024-08-05,305000,0,0,2024-09-06,295750.0,CASH,B-1942-010B-0000,3,2,0,0,0,1,1,1155,2020,Paved,Year Round,2155 N 550 W W
107983,0.66,0.0,2024-09-10,2024-08-08,399900,0,5000,2024-10-02,399900.0,FHA,E-0843-0002-0001-027,3,2,0,0,1,1,1,1935,2005,Unimproved,Year Round,3961 S 17675 W
107995,0.08,0.0,2024-08-23,2024-08-09,295000,0,7900,2024-09-26,302900.0,CONV,B-1867-0013-000E,3,2,0,0,0,1,1,1219,2007,Paved,Year Round,513 W 2100 N
107997,0.13,0.0,2024-08-16,2024-08-09,397000,0,0,2024-12-12,397000.0,CASH,B-0777-0078-0080,3,2,0,0,0,1,1,1481,2024,Paved,Year Round,3099 W EKKO View Loop
107999,0.12,0.0,2024-08-21,2024-08-09,412400,0,0,2024-11-15,412650.0,Utah Hsng,B-2029-0019-000E,4,3,0,0,0,1,1,2024,2024,Paved,Year Round,370 W Rosie Lot 19E Loop
108000,0.64,50.0,2024-08-15,2024-08-09,479000,290,0,2024-09-19,465000.0,CASH,A-0437-0000-0000,4,4,0,0,1,1,1,2994,1968,,Year Round,55 S 500 W
108008,0.46,20.0,2024-08-20,2024-08-12,369000,100,0,2024-08-23,385000.0,CASH,A-0657-0001-0000,3,2,0,0,1,1,1,1471,1940,Paved,,180 S Main Street
108010,0.3,0.0,2024-08-19,2024-08-12,680000,0,0,2024-09-12,680000.0,CONV,B-2020-0047-0000,4,2,1,0,1,1,1,2454,2024,Paved,Year Round,4498 W 250 N
108015,0.24,100.0,2024-08-27,2024-08-12,425000,1048,0,2024-10-07,415000.0,CONV,B-1160-0002-0004,5,3,0,0,0,1,1,2442,1993,Paved,Year Round,2261 W Sunnyside Drive
108017,0.09,0.0,2024-12-03,2024-08-12,249000,0,5000,2024-12-30,240000.0,FHA,B-1474-0026-0000,2,1,0,0,0,1,1,955,2002,Paved,,1363 N Meadowbrook Drive
108029,0.47,100.0,2024-08-13,2024-08-13,349900,912,6000,2024-09-13,344000.0,FHA,A-0879-0000-000B-03,4,2,0,0,1,1,1,1824,1974,Paved,,768 W Columbia Drive
108033,0.2,100.0,2024-08-20,2024-08-14,360000,1263,10000,2024-09-12,360000.0,FHA,B-1135-0074-0000,4,2,0,0,1,1,1,2217,1975,Paved,Year Round,1190 S 860 W
108034,0.3,100.0,2024-10-17,2024-08-13,489900,1740,15000,2024-11-15,460000.0,FHA,B-0065-0046-0000,5,2,0,1,1,1,1,3480,1959,Paved,,217 Highland Drive
108035,0.16,0.0,2024-11-20,2024-08-13,449900,0,0,2024-12-11,449900.0,CONV,B-2033-0012-0000,5,3,0,0,1,1,1,2020,2024,Paved,Year Round,3314 W Pointe West Way
108042,4.04,10.0,2024-11-15,2024-08-13,749900,2053,0,2024-12-11,715800.0,CASH,D-1139-0005-0068,3,3,1,0,1,1,1,5280,1997,Paved,,3997 W 1950 S
108043,1.02,0.0,2024-09-16,2024-08-13,269900,0,5000,2024-10-17,245000.0,CONV,E-0258-0006-0000,3,2,0,0,0,1,1,1104,1995,Paved,,3322 S 5175 W
108055,0.03,0.0,2024-10-22,2024-08-15,329900,0,0,2024-11-08,320900.0,CASH,B-1436-0012-0000,3,2,1,0,1,1,1,1625,2024,Paved,,4283 W HWY 56 #12
108075,0.44,0.0,2024-10-21,2024-08-16,179000,0,0,2024-11-22,135000.0,CONV,D-0527-0001-0002-15,2,2,0,0,0,1,1,840,1987,Paved,Year Round,2717 W 5150 N
108080,0.21,100.0,2024-08-17,2024-08-14,307000,287,0,2024-09-11,249000.0,CONV,b-0924-0000-0000,3,1,0,0,0,1,1,1194,1938,,Year Round,347 W 300 N
108089,0.03,0.0,2024-09-06,2024-08-19,309900,0,0,2024-09-26,305000.0,CASH,B-1179-0055-0000,3,2,1,0,1,1,1,1734,2021,Paved,Year Round,1549 N Northfield #55
108096,1.02,0.0,2024-09-01,2024-08-19,375000,0,3000,2024-09-27,375000.0,FHA,E-0258-0048-0000,3,2,0,0,0,1,1,1389,2001,Paved,Year Round,3291 S 5225 W
108104,0.16,0.0,2024-08-28,2024-08-20,454500,0,3500,2024-09-27,451000.0,FHA,B-1379-0042-0000,3,2,1,0,1,1,1,2048,2006,Paved,Year Round,726 W 1350 S
108109,0.48,0.0,2024-10-16,2024-08-20,379000,0,7000,2024-11-18,394000.0,FHA,A-0758-0001-0001,4,2,0,0,0,1,1,1562,2005,Paved,,1786 E 5250 N
108111,0.28,100.0,2024-08-31,2024-08-21,549000,1654,0,2024-10-14,549000.0,CONV,B-1621-0017-0000,6,3,0,0,1,1,1,3342,2003,Paved,Year Round,2020 W 650 S
108118,0.46,100.0,2024-09-06,2024-08-22,675900,1700,0,2024-09-30,675000.0,CONV,B-1941-0006-0000,6,3,1,0,1,1,1,3416,2010,Paved,Year Round,3541 W Hidden Hills Drive
108119,20.0,0.0,2024-08-25,2024-08-22,849000,0,0,2024-09-27,835000.0,CONV,E-0678-0001-0001,3,2,1,0,1,1,1,2000,2023,,Year Round,12982 W 3000 S
108120,0.13,0.0,2024-09-05,2024-08-21,320000,0,0,2024-10-04,320000.0,FHA,A-0026-0001-0015,3,1,1,1,1,1,1,1382,1993,Paved,Year Round,619 W 60 N
108122,1.09,0.0,2024-10-23,2024-08-22,525000,0,0,2024-12-05,515000.0,CASH,E-0171-0002-0030,3,2,0,0,0,1,1,1440,2004,Paved,Year Round,6828 W 1350 N
108123,6.49,100.0,2024-10-23,2024-08-22,797500,1852,0,2024-11-15,797500.0,CONV,E-0231-0003-0000,5,4,0,0,2,1,1,3704,2015,Paved,Year Round,7752 W 1800 S
108126,0.22,100.0,2024-09-16,2024-08-22,549900,1910,3500,2024-10-24,552500.0,CONV,B-1718-0008-0000,5,3,0,0,1,2,1,3830,2002,Paved,,680 S Legacy Park Avenue
108134,0.02,0.0,2024-08-29,2024-08-22,275990,0,0,2024-10-10,275990.0,CONV,B-1857-1119-0000,3,2,0,0,0,1,1,1399,2024,Paved,Year Round,571 S May 1119 Drive
108139,0.18,0.0,2024-09-23,2024-08-23,139900,0,0,2024-10-18,82800.0,CASH,B-0913-0000-0000,2,1,0,0,1,1,1,638,1934,Paved,,351 W 400 N
108142,0.02,0.0,2024-09-27,2024-08-22,269990,0,0,2024-11-12,269990.0,FHA,B-1857-1120-0000,3,2,0,0,0,1,1,1300,2024,Paved,Year Round,573 S May 1120 Drive
108143,0.02,0.0,2024-09-07,2024-08-22,281990,0,0,2024-10-22,281990.0,CONV,B-1857-1121-0000,3,2,0,0,0,1,1,1399,2024,Paved,Year Round,577 S May 1121 Drive
108144,0.26,0.0,2024-09-13,2024-08-23,609900,0,0,2024-09-30,609000.0,VA,B-2020-0051-0000,4,2,0,0,1,1,1,2403,2024,Paved,Year Round,4428 W 250 N
108146,0.25,100.0,2024-10-15,2024-08-23,595000,1627,0,2024-11-15,592000.0,CONV,B-1866-0049-0000,6,3,0,0,1,2,1,3334,2014,Paved,Year Round,3947 W 175 S
108151,0.5,0.0,2024-10-01,2024-08-23,514900,1757,11619,2024-10-25,514000.0,FHA,A-0916-0001-002C,3,2,0,0,1,1,1,3514,2023,Paved,,4873 N Green Acres Circle
108163,0.42,0.0,2024-09-04,2024-08-26,515000,0,0,2024-09-30,510000.0,CASH,A-2057-000A-0003,3,2,0,0,1,1,1,1871,2005,Paved,Year Round,1160 W 375 S
108166,0.05,0.0,2024-08-29,2024-08-26,209000,0,0,2024-09-18,201000.0,CASH,B-1323-0014-0000,2,1,1,0,0,1,1,986,1983,Paved,Year Round,101 N 1850 #14 W
108168,0.23,0.0,2024-09-04,2024-08-29,779900,0,15000,2024-09-13,779900.0,CASH,B-2027-0012-0000,5,3,0,0,1,1,1,3151,2024,Paved,Year Round,2194 S Bluff Drive
108171,0.27,0.0,2024-09-14,2024-08-27,420000,0,0,2024-10-18,412070.0,CASH,A-0351-0000-0000,3,2,0,0,1,1,1,1583,2024,Paved,Year Round,342 N 100 W
108173,0.12,0.0,2024-08-27,2024-08-27,410650,0,3200,2024-11-15,410650.0,CONV,B-2029-0019-000W,4,3,0,0,0,1,1,2027,2024,Paved,Year Round,378 W Rosie Lot 19W Loop
108177,0.41,0.0,2024-09-07,2024-08-27,390000,0,3000,2024-10-02,380000.0,CONV,A-0938-0118-0000,3,2,0,0,1,1,1,1473,2010,Paved,Year Round,4510 N Millard Lane
108178,0.0,0.0,2024-09-18,2024-08-27,175000,0,0,2024-10-01,160000.0,CASH,A-1176-000B-0205,0,1,0,0,1,1,1,420,1984,Paved,Year Round,464 N Hwy 143 #b205
108187,0.16,0.0,2024-09-03,2024-08-28,315000,0,4000,2024-10-04,315000.0,VA,B-1629-0007-0000,3,2,1,0,0,1,1,1577,2017,Paved,Year Round,2684 N Clark Parkway Parkway
108188,0.02,0.0,2024-09-19,2024-08-28,292500,0,0,2024-10-30,290000.0,CONV,B-1386-0076-0000,3,2,1,0,1,1,1,1620,2020,Paved,Year Round,1510 W Topaz #C S
108196,0.23,100.0,2024-10-24,2024-08-29,585000,1768,0,2024-11-22,585000.0,CONV,B-1450-0010-0000,6,5,0,0,2,2,1,4656,1995,Paved,Year Round,17 S 2050 W
108199,0.21,0.0,2024-11-12,2024-08-29,429800,0,8000,2024-11-29,435000.0,CONV,D-1224-0022-0000,3,2,0,0,0,1,1,1804,2024,Paved,Year Round,1965 W 4750 N
108202,21.22,0.0,2024-09-06,2024-08-29,725000,0,1500,2024-10-04,725000.0,CONV,E-0395-0019-0000,3,2,1,0,1,1,1,2477,2006,Unimproved,Year Round,1331 S Taylor Mountain Road
108232,4.43,0.0,2024-09-04,2024-08-30,750000,0,0,2024-11-12,750000.0,CASH,E-0185-0022-0000,4,3,1,0,1,1,1,2351,2021,Paved,,5377 W 300 S
108241,0.31,0.0,2024-11-26,2024-08-30,479000,0,0,2024-12-20,450000.0,CONV,B-1379-0069-0000,3,2,1,0,1,1,1,2105,1994,Paved,,709 W Carousel Circle
108249,0.0,0.0,2024-10-05,2024-09-02,139900,0,1580,2024-11-06,128000.0,CONV,A-1181-0105-0000,1,1,0,0,1,1,1,429,1972,Paved,Year Round,651 S Snowflake #109 Lane
108252,0.27,0.0,2024-09-19,2024-09-02,255000,0,0,2024-10-24,245000.0,CONV,C-0645-0079-0000,2,1,0,0,1,1,1,1110,1972,,Seasonal,2732 E 2975 MLE Lots 18 & 19 S
108255,0.04,0.0,2024-09-05,2024-09-03,340000,0,3400,2024-09-25,340000.0,CONV,B-2003-0054-0000,3,2,0,0,1,1,1,1454,2021,Paved,Year Round,1825 N Lund #54
108260,0.03,0.0,2024-10-16,2024-09-03,285000,0,0,2024-11-08,280000.0,CASH,B-1958-0043-000C,3,2,1,0,0,1,1,1402,2019,Paved,,3044 N 275 E
108272,0.18,0.0,2024-09-18,2024-09-04,375000,0,6500,2024-11-01,375000.0,VA,B-1013-0017-0000,4,2,0,0,1,1,1,2094,1948,Paved,Year Round,583 S Sunset Drive
108281,0.02,0.0,2024-09-23,2024-09-04,260000,0,7817,2024-10-31,265000.0,VA,B-1386-0058-0000,2,2,1,0,0,1,1,1228,2020,Paved,,1541 S Quartz Unit D W Drive
108291,0.23,100.0,2024-09-06,2024-09-05,540000,1874,0,2024-09-27,540000.0,CONV,B-1151-0001-0004-312,5,4,1,0,2,1,1,3748,1977,Paved,,814 S 860 W
108293,0.19,100.0,2024-10-16,2024-09-04,475000,1521,2000,2024-11-25,470000.0,CASH,B-1736-0002-0000,5,3,0,0,1,1,2,3042,2005,Paved,,2602 N 475 W
