MLS #,Acres,Basement Finished,Under Contract Date,Effective Date Of The Listing Agreement,List Price,Basement Square Feet,Sold Concessions,Sold Date,Sold Price,Sold Terms,Tax ID,Total Bedrooms,Total Full Bathrooms,Total Half Bathrooms,Total Three-quarter Bathrooms,Total Fireplaces,Total Kitchens,Total Laundry Rooms,Total Square Feet,Year Built,Road Condition,Accessability,Address
113032,0.11,0.0,2025-09-23,2025-09-11,324990,0,9000,2025-11-04,324990.0,Utah Hsng,B-2033-0038-000W,3,2,0,0,0,1,1,1363,2025,Paved,Year Round,3277 W Indigo 1087 Street
113035,0.03,80.0,2025-10-23,2025-09-11,324990,632,0,2025-11-10,324990.0,CASH,B-1857-1164-0000,3,2,1,0,0,1,1,2205,2025,Paved,Year Round,2988 W LAGRAND 1164 Street
113036,0.03,80.0,2025-10-14,2025-09-11,309990,632,9000,2025-11-18,309990.0,FHA,B-1857-1166-0000,3,2,1,0,0,1,1,2205,2025,Paved,Year Round,2992 W LaGrand #1166 Street
113038,0.03,80.0,2025-09-26,2025-09-11,309990,632,0,2025-11-20,309990.0,FHA,B-1857-1165-0000,3,2,1,0,0,1,1,2205,2025,Paved,Year Round,2990 W LAGRAND 1165 Street
113113,0.03,0.0,2025-09-16,2025-09-16,319900,0,0,2025-10-20,309566.0,CASH,B-2053-0006-0000,3,2,1,0,1,1,1,1716,2025,Paved,,51 S 4375 #6 W
113115,0.03,0.0,2025-09-16,2025-09-16,319900,0,0,2025-10-20,309566.0,CASH,B-2053-0009-0000,3,2,1,0,1,1,1,1716,2025,Paved,,51 S 4375 #9 W
113116,0.03,0.0,2025-09-16,2025-09-16,324900,0,0,2025-10-20,309566.0,CASH,B-2053-0005-0000,3,2,1,0,1,1,1,1716,2025,Paved,,51 S 4375 #5 W
113117,0.03,0.0,2025-09-16,2025-09-16,324900,0,0,2025-10-20,309566.0,CASH,B-2053-0007-0000,3,2,1,0,1,1,1,1716,2025,Paved,,51 S 4375 #7 W
113118,0.03,0.0,2025-09-16,2025-09-16,324900,0,0,2025-10-20,309566.0,CASH,B-2053-0008-0000,3,2,1,0,1,1,1,1716,2025,Paved,,51 S 4375 #8 W
113134,0.24,100.0,2025-10-17,2025-09-17,548000,1040,10000,2025-11-19,542000.0,C for Deed,B-1115-0009-0000,5,3,1,0,0,2,2,2964,1998,Paved,Year Round,265 S 900 W
113141,0.11,100.0,2025-11-14,2025-09-17,399900,1019,0,2025-11-14,407658.14,CASH,B-2026-009A-0000,4,2,1,0,0,1,1,2166,2025,Paved,Year Round,714 S Liberty Cove Drive
113166,0.02,0.0,2025-10-07,2025-09-18,1750,0,0,2025-10-07,1750.0,Other,B-2043-0006-0000,3,2,1,0,0,1,1,1518,2024,Paved,Year Round,535 W 2530 N #6
113168,0.02,0.0,2025-10-07,2025-09-18,1750,0,0,2025-10-07,1750.0,Other,B-2043-0010-0000,3,2,1,0,0,1,1,1518,2024,Paved,Year Round,535 W 2530 N #10
113173,0.02,0.0,2025-10-31,2025-09-18,1650,0,0,2025-10-31,1650.0,Other,B-2043-0007-0000,3,2,1,0,0,1,1,1518,2024,Paved,Year Round,535 W 2530 N #7
113578,0.02,0.0,2025-10-18,2025-10-17,250000,0,9000,2025-11-18,258000.0,CONV,B-1891-0048-0000,3,2,1,0,0,1,1,1365,2007,Paved,,370 W 1425 N #48
113615,0.16,0.0,2025-10-22,2025-10-22,463477,0,0,2025-10-22,463677.0,CONV,B-2033-0022-0000,5,3,0,0,0,1,1,2020,2025,Paved,Year Round,1138 N Yucca Street
113625,5.55,0.0,2025-10-26,2025-10-22,269900,0,15000,2025-11-20,275000.0,CONV,E-1402-0002-0000,3,2,0,0,0,1,1,1080,2005,,Year Round,131 S 1300 E
113626,0.02,0.0,2025-10-24,2025-10-21,310000,0,5000,2025-11-06,305000.0,CASH,A-1173-0065-0000,2,2,0,0,1,1,1,930,1981,,Year Round,407 S Vasels (fka Brian Head Blvd) #65 Road
113676,0.2,0.0,2025-10-29,2025-10-29,425800,0,0,2025-11-05,425800.0,CONV,A-0845-0011-0011,3,2,0,0,0,1,1,1432,2025,Paved,Year Round,3878 N Hawks Landing Loop
113726,0.53,0.0,2025-11-05,2025-11-03,249900,0,0,2025-11-19,234000.0,CASH,A-0878-0011-0022,3,2,0,0,1,1,1,1568,1996,Paved,Year Round,4261 N Morgan Drive
113764,0.02,100.0,2025-11-04,2025-11-04,364000,405,0,2025-11-05,364000.0,CONV,B-2041-0004-000A,4,3,1,0,0,1,1,2272,2025,Paved,Year Round,665 E 2015 #4A N
98644,0.25,50.0,2022-08-05,2022-06-09,485000,1428,4000,2022-09-16,480000.0,CONV,D-1210-0037-0000,5,3,0,0,0,1,1,2983,2019,Paved,Year Round,2233 W Secretariat Way
96997,0.26,100.0,2022-02-21,2022-02-16,449000,1620,1000,2022-04-22,458000.0,CONV,B-1160-0005-0006,6,4,0,0,0,1,1,3275,1989,,Year Round,148 N Sunnyside Drive
97002,0.25,100.0,2022-03-08,2022-02-16,535000,1545,500,2022-04-20,537000.0,CONV,B-1868-0048-0000,5,3,0,0,0,1,1,3090,2010,Paved,Year Round,1693 N 3400 W
97052,0.42,0.0,2022-02-22,2022-02-17,550000,0,0,2022-03-23,571000.0,CONV,B-1745-0009-0000,4,2,0,1,1,1,1,2282,2012,Paved,Year Round,1367 N Fairway Drive
107786,0.04,0.0,2024-09-16,2024-07-21,342000,0,0,2024-10-11,342000.0,FHA,B-2003-0058-0000,3,0,0,1,0,1,1,1454,2022,Paved,,1825 N Lund #58
97094,0.43,100.0,2022-04-05,2022-02-22,400000,1001,0,2022-05-04,380000.0,FHA,A-0840-0003-0019,5,2,0,0,0,1,1,2002,1991,Paved,,4595 N Old Scout Trail
97095,0.03,0.0,2022-02-22,2022-02-22,315000,0,0,2022-06-08,310000.0,CASH,B-1958-0021-000F,3,2,1,0,0,1,1,1420,2022,Paved,Year Round,3039 N 175 E
98909,0.0,100.0,2022-12-19,2022-06-23,350000,1196,0,2023-01-10,322500.0,Own Fin,B-1151-0001-0004-223,4,3,0,0,2,1,1,2392,1977,Paved,Year Round,997 S Three Fountains #d-3
104158,0.23,100.0,2024-03-20,2023-09-27,399000,575,10000,2024-04-19,380000.0,CONV,B-1154-0001-0025,4,3,0,0,2,1,1,1945,1977,Paved,,1099 W Cedar Knolls S
97098,0.51,0.0,2022-03-28,2022-02-22,545000,0,0,2022-05-24,545000.0,CONV,D-1214-0003-0000,4,2,0,0,0,1,1,2036,2022,Paved,Year Round,2423 W 4925 N
97099,0.19,20.0,2022-03-09,2022-02-21,360000,447,0,2022-04-07,372000.0,CONV,B-0246-0000-0000,5,2,0,0,1,1,1,2047,1919,Paved,,191 W 200 S
97100,0.5,0.0,2022-03-01,2022-02-02,545000,0,0,2022-06-10,540000.0,CONV,D-1214-0002-000,4,2,0,0,0,1,1,2036,2022,Paved,Year Round,2441 W 4925 N
97104,0.23,0.0,2022-03-15,2022-02-22,484800,0,0,2022-04-11,484800.0,CASH,B-1799-0018-0000,3,2,0,0,1,1,1,2088,2022,Paved,Year Round,1360 N 3900 W
97105,0.24,0.0,2022-02-22,2022-02-21,506210,0,0,2022-11-18,511320.0,CONV,D-1220-0019-0000,4,2,1,0,1,1,1,2936,2022,Paved,Year Round,1945 W 4675 North Street
97106,0.18,0.0,2022-02-25,2022-02-23,415000,0,0,2022-03-25,415000.0,CONV,B-1999-0033-0000,3,2,0,0,0,1,1,1400,2018,Paved,Year Round,195 N 2825 W
97122,0.11,0.0,2022-03-02,2022-02-24,300000,0,0,2022-03-30,297000.0,CONV,B-1881-0007-0001,3,2,0,0,0,1,1,1159,2007,Paved,,4240 W Canterbury Court
97131,0.16,0.0,2022-03-25,2022-02-25,369900,0,0,2022-05-04,385000.0,CONV,B-1867-0015-0000,3,2,0,0,0,1,1,1339,2007,Paved,,536 W 2075 N
97136,0.11,0.0,2022-03-01,2022-02-25,340000,0,0,2022-03-11,240000.0,CASH,B-1870-0012-000S,3,2,1,0,0,1,1,1672,2006,Paved,,2906 N Gemini Meadows Lane
97139,0.51,90.0,2022-04-13,2022-02-25,425000,675,0,2022-05-09,400000.0,CONV,A-0724-0001-0001,4,2,1,0,2,1,1,1863,1977,Paved,Year Round,240 E 100 S
97144,0.26,40.0,2022-02-25,2022-02-25,418000,1379,0,2022-07-29,423479.0,CONV,A-1034-0004-0000,3,2,0,0,1,1,1,2929,2022,Paved,,"1049 E Southern Homestead Blvd Lot 4, Phs 3, Settlers Square"
97150,0.18,100.0,2022-03-21,2022-02-26,349000,672,0,2022-04-11,360000.0,CASH,B-0035-0003-0000,4,2,0,0,1,1,1,1344,1943,Paved,,35 N 700 W
107100,0.0,0.0,2024-11-26,2024-06-01,239900,0,0,2024-12-13,215000.0,Owner 1st,A-1172-0054-0000,1,1,0,0,1,1,1,740,1973,Paved,Year Round,226 S Hwy 143 #24
97151,0.21,0.0,2022-03-11,2022-02-26,475000,0,2000,2022-04-15,483000.0,CONV,B-1578-0004-0003,4,2,1,0,1,1,1,1909,1998,Paved,,679 S 2125 W
97153,0.09,0.0,2022-04-01,2022-02-28,355000,0,0,2022-04-28,357500.0,FHA,B-1474-0007-0000,4,3,0,0,0,1,1,1640,1996,Paved,,647 W 1350 N
97157,0.03,0.0,2022-03-15,2022-02-25,314900,0,0,2022-04-15,314900.0,CONV,B-1958-0029-000E,3,2,1,0,0,1,1,1420,2020,Paved,Year Round,3067 N 225 E
98989,0.55,0.0,2022-09-27,2022-06-28,299000,0,5000,2022-10-28,295000.0,FHA,E-0147-0004-0000,3,2,0,0,1,1,1,1584,1986,Unimproved,,4712 W 2100 N
97160,0.0,0.0,2022-03-16,2022-03-01,199900,0,0,2022-04-11,200000.0,CONV,A-1176-0002-0007,0,1,0,0,1,1,1,420,1984,Paved,Year Round,464 N Hwy 143 #A207
97219,0.21,0.0,2022-03-09,2022-03-07,349000,0,0,2022-03-29,371000.0,CASH,B-1778-0013-0000,3,2,0,0,0,1,1,1456,2005,Paved,Year Round,264 N Torrey Pines Circle
96585,0.01,100.0,2022-04-05,2022-01-09,399000,0,3000,2022-05-06,360000.0,CONV,A-1181-0411-02AM,3,2,0,0,1,1,1,1300,1972,,Year Round,651 S Snowflake Edelweiss unit 411
104170,0.0,0.0,2024-03-31,2023-09-28,299999,0,0,2024-05-06,295000.0,CONV,A-1173-0073-0000,2,2,0,0,1,1,1,942,1981,Paved,Year Round,407 S Vasels (fka Brian Head Blvd) Giant Steps condo #73
99391,0.25,0.0,2022-08-01,2022-07-26,419900,0,0,2022-08-12,409000.0,CASH,B-2020-0028-0000,3,2,0,0,0,1,1,1583,2022,,Year Round,4422 W 275 North Street
96668,0.02,0.0,2022-01-24,2022-01-18,319000,0,0,2022-02-18,315000.0,CONV,B-1386-0053-0000,3,2,1,0,0,1,1,1608,2020,Paved,,1561 S Quartz #B Drive
97363,0.18,5.0,2022-04-20,2022-03-18,550000,1563,0,2022-10-14,552041.0,CONV,B-2017-0008-0000,3,2,0,0,0,1,1,3261,2022,Paved,Year Round,177 N Strathmore (Lot 8)
96672,1.01,0.0,2022-02-28,2022-01-18,455000,0,0,2022-03-28,450000.0,FHA,E-0258-0050-0003-01,3,2,0,0,1,1,1,1792,2019,,Year Round,3534 S 5100 W
96674,0.04,0.0,2022-01-31,2022-01-18,330000,0,0,2022-02-23,320000.0,CASH,B-1995-0003-0028,3,2,0,0,1,1,1,1428,2007,Paved,,1458 N 400 W
96677,0.03,0.0,2022-01-19,2022-01-19,310000,0,0,2022-06-03,300000.0,CONV,B1958-0024-000F,3,2,1,0,0,1,1,1420,2021,Paved,Year Round,3058 N 175 E
