List Number,Sold Date,Sold Price,Basement SqFt,Year Built,Lot Acres,Total Bedrooms,Full Baths,Half Baths,Garage Type,Zoned,Subdivision,Parcel Number,Garage Capacity,Photo URL,Bsmt % Finish,Fireplaces2,Kitchens,Laundry,Concessions4,Road Condition,Accessability,Address,GLA,Adjusted SP
109066,7/28/2025,465000,1382,1994,0.35,3,3,0,Attach,R1,Cove Canyon,B-1388-0002-0007,2,http://cdn.photos.sparkplatform.com/icb/20241107210359126671000000.jpg,1,2,1,1,0,Paved,Year Round,2224 W 30 N,1638,465000
109069,2/14/2025,513465,1117,2024,0.3,4,2,1,Attach,R1,Iron West,B-2020-0059-0000,2,http://cdn.photos.sparkplatform.com/icb/20241107231413459161000000.jpg,1,0,1,1,16000,Paved,Year Round,4313 W 250 Lot 59 N,1419,497465
109090,1/24/2025,467000,660,1998,0.25,4,3,1,Attach,R1,Beacon Hill,B-1176-0006-0003,3,http://cdn.photos.sparkplatform.com/icb/20241108152053858320000000.jpg,1,2,1,1,0,Paved,Year Round,155 N Beacon Drive,1893,467000
109093,1/14/2025,690000,2257,2009,0.51,7,4,0,Attach,Residential,Westview Estates,D-1209-000C-0012,3,http://cdn.photos.sparkplatform.com/icb/20241106174314080519000000.jpg,1,1,1,1,0,Paved,,4466 W 1000 S,2582,690000
109095,5/29/2025,670000,0,2007,0.27,3,2,1,Attach,Residential,Mesa Hills,B-1827-0028-0000,2,http://cdn.photos.sparkplatform.com/icb/20241108182918674854000000.jpg,0,2,1,1,0,Paved,Year Round,2570 W Carmel Canyon Drive,2153,670000
109100,10/14/2025,160000,0,1983,0,1,1,0,Bsmt,R3,Copper Chase Condos,A-1178-0220-0000,1,http://cdn.photos.sparkplatform.com/icb/20241031222350358140000000.jpg,0,1,1,1,0,Paved,,150 W Ridge View #220 Street,624,160000
109101,4/29/2025,118000,0,1972,0,1,1,0,None,R3,Edelweiss,A-1181-0202-0000,0,http://cdn.photos.sparkplatform.com/icb/20241109215758546591000000.jpg,0,1,1,1,0,Paved,Year Round,651 S Snowflake #202,429,118000
109102,10/6/2025,135000,0,1983,0,0,1,0,Bsmt,R3,Copper Chase Condos,A-1178-0104-0000,2,http://cdn.photos.sparkplatform.com/icb/20241110003722282464000000.jpg,0,1,1,1,0,Paved,,150 W Ridge View #104,464,135000
109107,1/29/2025,283525,0,2017,0.02,3,2,1,Attach,R-3-M,Meadow Crest PUD,B-1985-0002-0023,2,http://cdn.photos.sparkplatform.com/icb/20241111165058785588000000.jpg,0,0,1,1,0,Paved,,1677 N Main Street Meadow Crest #23,1610,283525
109108,2/24/2025,540000,0,2024,0.25,4,2,1,Attach,R-2-1,The Valley at South Mtn,B-2016-0006-0000,3,http://cdn.photos.sparkplatform.com/icb/20241111180102217400000000.jpg,0,0,1,1,10000,Paved,,3309 W Spring Circle,2410,530000
109110,3/3/2025,445000,0,2024,0.3,3,2,0,Attach,R-2-1,Iron West,B-2020-0016-0000,3,http://cdn.photos.sparkplatform.com/icb/20241218141751522868000000.jpg,0,0,1,1,0,Paved,,4359 W 300 N Circle,1795,445000
109112,6/30/2025,327500,0,2025,0.04,3,2,1,Attach,Mu,Townhomes at Cross Hollow,B-2018-0049-0000,2,http://cdn.photos.sparkplatform.com/icb/20241108171724462986000000.jpg,0,1,1,1,0,Paved,Year Round,2875 W Cody #49 Drive,1804,327500
109113,6/23/2025,323900,0,2025,0.03,3,2,1,Attach,Mu,Townhomes at Cross Hollow,B-2018-0049-0000,2,http://cdn.photos.sparkplatform.com/icb/20241108170049617020000000.jpg,0,0,1,1,0,Paved,Year Round,2875 W Cody #50 Road,1810,323900
109119,1/3/2025,585000,0,2000,3,3,2,0,Attach,R-2,Cross Hollow Hills,D-1139-0005-0049,2,http://cdn.photos.sparkplatform.com/icb/20241112200512266711000000.jpg,0,2,1,1,7500,Paved,Year Round,1794 S Cross Hollow Drive,2543,577500
109121,2/14/2025,382000,0,1996,0.27,3,2,0,Attach,R,Cedar Hills Sub,B-1400-0021-0000,2,http://cdn.photos.sparkplatform.com/icb/20241112202409125190000000.jpg,0,0,1,1,0,Paved,Year Round,2153 W Cedar Hills Drive,1401,382000
109123,4/15/2025,483000,485,1991,0.25,4,3,1,Attach,Residential,Cove Heights,B-1176-0007-0002,2,http://cdn.photos.sparkplatform.com/icb/20241112231934996065000000.jpg,0.75,1,1,1,0,Paved,Year Round,101 N Cove Drive,1739,483000
109126,1/29/2025,355900,0,2018,0.08,3,2,1,Attach,R2-2,Sage Springs,B-1942-0003-000W,2,http://cdn.photos.sparkplatform.com/icb/20241113171533523698000000.jpg,0,0,1,1,6090,Paved,Year Round,463 W 2150 N,1676,349810
109129,10/16/2025,343000,0,1998,0.43,3,2,0,Detach,Residential,Western Homestead,A-0840-0007-0007,2,http://cdn.photos.sparkplatform.com/icb/20241111232600076702000000.jpg,0,0,1,1,7000,Paved,,4510 N Quickdraw Lane,1250,336000
109134,2/19/2025,290990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1139-0000,2,http://cdn.photos.sparkplatform.com/icb/20241114015411082098000000.jpg,0,0,1,1,0,Paved,Year Round,562 S May 1139 Drive,1399,290990
109135,1/16/2025,279990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1138-0000,2,http://cdn.photos.sparkplatform.com/icb/20241114015955129753000000.jpg,0,0,1,1,0,Paved,Year Round,568 S May 1138 Drive,1300,279990
109143,2/10/2025,455000,0,2024,0.26,3,2,0,Attach,R-1-11,Settlers Square,A-0990-0041-0000,3,http://cdn.photos.sparkplatform.com/icb/20241113191511329385000000.jpg,0,1,1,1,5000,Paved,,1142 E 4240 N (Lot 41 Phs 4 Settlers Square),1623,450000
109146,2/26/2025,880000,1713,2025,0.57,3,2,0,Attach,R1,4 B Ranch,B-1894-0009-0000,3,http://cdn.photos.sparkplatform.com/icb/20241114210116057158000000.jpg,0,1,1,1,0,Paved,Year Round,1795 S 4150 W,1947,880000
109149,2/11/2025,455000,0,2022,0.27,3,2,0,Attach,Residential,Meadows at Iron West,B-2020-0096-0000,2,http://cdn.photos.sparkplatform.com/icb/20241114221156476994000000.jpg,0,1,1,1,0,Paved,Year Round,4568 W 275 N,1650,455000
109155,1/8/2025,675000,1801,2018,0.51,5,3,0,Attach,R1/2,Westview Estates,D-1213-000E-0004,3,http://cdn.photos.sparkplatform.com/icb/20241115163536869030000000.jpg,1,1,1,1,0,Paved,Year Round,1201 S 4175 W,1801,675000
109161,10/16/2025,524000,0,2022,1.29,3,2,0,Attach,Residential,Cedar Valley Acres,D-0456-0935-0000,4,http://cdn.photos.sparkplatform.com/icb/20241115220208879269000000.jpg,0,1,1,1,0,,Year Round,5377 N 4400 W,1580,524000
109162,3/3/2025,417000,1061,1955,0.28,5,2,0,None,R1,Parowan City,A-0274-0000-0000,0,http://cdn.photos.sparkplatform.com/icb/20250106233220204922000000.jpg,1,0,1,1,0,Paved,Year Round,239 W Center Street,1061,417000
109167,4/10/2025,300000,0,1951,0.22,3,1,0,Carpor,R1,La Vista Park,B-1103-0013-0000,2,http://cdn.photos.sparkplatform.com/icb/20241116224007277371000000.jpg,0,1,1,1,15000,Paved,Year Round,174 Monterey Drive,1294,285000
109186,4/8/2025,500000,1232,2010,0.28,5,2,1,Attach,R-1,Ashdown Forest,B-1769-0017-0000,2,http://cdn.photos.sparkplatform.com/icb/20241119214259673562000000.jpg,0.65,1,1,1,0,Paved,Year Round,1102 E Fiddlers Canyon Road,1986,500000
109201,2/12/2025,531000,0,2022,0.36,3,2,0,Attach,Residential,Painted Desert,D-0535-0011-0000,3,http://cdn.photos.sparkplatform.com/icb/20241121213130225931000000.jpg,0,1,1,1,0,Paved,Year Round,2560 W 5190 N,1782,531000
109212,2/26/2025,377395,0,2024,0.12,3,2,0,Attach,Residential,Rose Village,B-2029-0020-000E,2,http://cdn.photos.sparkplatform.com/icb/20241121155436895328000000.jpg,0,0,1,1,9395,Paved,Year Round,384 W Rosie Lot 20E Loop,1448,368000
109226,3/10/2025,320000,0,2019,0.12,3,2,0,Attach,Res,Mountain Vista,B-1202-0002-000S,2,http://cdn.photos.sparkplatform.com/icb/20241122033655254713000000.jpg,0,1,1,1,0,Paved,Year Round,878 S 25 W,1550,320000
109230,4/4/2025,502775,0,2024,0.36,4,2,0,Attach,R-2-1,Crescent Hills,B-2017-0053-0000,3,http://cdn.photos.sparkplatform.com/icb/20250403212156280697000000.jpg,0,0,1,1,0,Paved,,184 N Sterling Dr (Lot 53 Phs 4 Crescent Hills),1864,502775
109234,1/15/2025,475000,0,2022,0.31,3,2,0,Attach,R-1-11,Settlers Square,A-1034-0015-0000,3,http://cdn.photos.sparkplatform.com/icb/20241122174026710580000000.jpg,0,1,1,1,0,Paved,,4316 N Half Mile Road,1632,475000
109240,3/28/2025,415500,0,1984,0.26,4,3,0,Attach,R1,Fiddlers Canyon,B-1208-0001-0002,3,http://cdn.photos.sparkplatform.com/icb/20241122191938474131000000.jpg,0,0,1,1,10000,Paved,Year Round,695 E Cobblecreek Drive,2433,405500
109244,2/21/2025,480000,0,2024,0.57,3,2,0,Attach,R,Peak View,D-0565-0010-0000,2,http://cdn.photos.sparkplatform.com/icb/20241122165216536927000000.jpg,0,0,1,1,0,Paved,Year Round,4468 N 2600 W,1976,480000
109250,1/8/2025,384000,0,1997,0.17,4,2,0,Attach,R-1,Cedar Meadows,B-1565-0055-0000,3,http://cdn.photos.sparkplatform.com/icb/20241125204930693050000000.jpg,0,1,1,1,8500,Paved,,57 N 4050 W,1544,375500
109255,3/28/2025,358900,0,2024,0.16,3,2,1,Attach,R-3,Iron West,B-2042-0010-000E,2,http://cdn.photos.sparkplatform.com/icb/20241125230545072803000000.jpg,0,0,1,1,0,Paved,,4529 W 300 N,1651,358900
109256,10/15/2025,365000,0,2024,0.16,3,2,1,Attach,R-3,Iron West,B-2042-0008-000W,2,http://cdn.photos.sparkplatform.com/icb/20241125225157664434000000.jpg,0,0,1,1,0,Paved,,4571 W 300 N,1651,365000
109261,2/14/2025,409000,1087,1995,0.5,4,3,0,Attach,R,Buena Vista,D-1189-000c-0004,2,http://cdn.photos.sparkplatform.com/icb/20241126171002391427000000.jpg,1,0,1,1,2000,Paved,Year Round,4133 W 525 N,1103,407000
109263,6/13/2025,470000,1246,2005,0.5,5,2,0,Attach,Residential,Mid Valley Estates,D-0518-0038-0000,2,http://cdn.photos.sparkplatform.com/icb/20241126181730525021000000.jpg,1,0,1,1,10000,Paved,Year Round,2822 W 5300 N,1246,460000
109268,3/4/2025,499400,0,2024,0.26,3,2,0,Attach,R-1,Pine View Estates,A-1035-033A-0000,2,http://cdn.photos.sparkplatform.com/icb/20241126230916960650000000.jpg,0,1,1,1,6000,Paved,,4824 N 10 Lot 33 E,1582,493400
109274,5/30/2025,1080000,2000,2022,1.02,6,5,0,Attach,Residential,4 B Ranch,B-1824-0002-0000,3,http://cdn.photos.sparkplatform.com/icb/20241127215942910397000000.jpg,1,1,1,1,0,Paved,,4406 W 1650 S,2700,1080000
109276,3/31/2025,585363,2192,2008,0.6,5,3,0,Attach,Residential,Westview Estates,D-1213-000H-0008,2,http://cdn.photos.sparkplatform.com/icb/20241127230623262818000000.jpg,0.95,1,1,1,0,Paved,Year Round,1262 S 4175 W,2232,585363
109284,1/7/2025,309000,0,2022,0.03,3,2,1,Attach,R3,Cedar Bend,B-1958-0019-000A,2,http://cdn.photos.sparkplatform.com/icb/20241202181704494478000000.jpg,0,0,1,1,0,Paved,,3053 N 175 E Street,1420,309000
109293,4/7/2025,695000,0,2025,0.31,3,2,0,Attach,R1,Saddleback Ridge,B-2012-0815-0000,3,http://cdn.photos.sparkplatform.com/icb/20241120164059469329000000.jpg,0,1,1,1,0,Paved,Year Round,1896 S Harvest Lane,2281,695000
109294,3/6/2025,257000,0,2007,0.02,3,2,1,Carpor,Res,Cedar Park,B-1891-0029-0000,1,http://cdn.photos.sparkplatform.com/icb/20241202225810479296000000.jpg,0,0,1,1,7500,Paved,,370 W 1425 #29 N,1365,249500
109297,2/21/2025,465800,0,2023,0.32,4,2,0,Attach,R1-11,Dairy Glen,A-1038-0004-0000,2,http://cdn.photos.sparkplatform.com/icb/20241204170400026023000000.jpg,0,1,1,1,5000,Paved,Year Round,5011 N Bald Eagle Drive,1993,460800
109308,2/20/2025,449500,0,2024,0.44,3,2,0,Attach,Res,Stillwater Estates,A-2059-0003-0000,3,http://cdn.photos.sparkplatform.com/icb/20241204202317995635000000.jpg,0,1,1,1,5500,Paved,Year Round,285 S 1375 W,1819,444000
109310,6/17/2025,73088.8,0,2007,0.03,1,1,0,None,R-1,Foothills RV Park,A-0504-0003-0003-09,0,http://cdn.photos.sparkplatform.com/icb/20241202223146229369000000.jpg,0,1,1,1,0,Paved,Year Round,309 Beth,300,73088.8
109311,1/31/2025,401800,0,2024,0.26,3,2,0,Attach,R1-11,Dairy Glen,A-1043-0028-0000,2,http://cdn.photos.sparkplatform.com/icb/20241204210548087619000000.jpg,0,0,1,1,2000,Paved,Year Round,5040 N Sagewood Lane,1546,399800
109315,2/27/2025,577275,1563,2024,0.2,3,2,0,Attach,R-2-1,Crescent Hills,B-2017-0015-0000,3,http://cdn.photos.sparkplatform.com/icb/20250228153055259720000000.jpg,0,1,1,1,0,Paved,,67 N Strathmore Ln (Lot 15 Phs 4 Crescent Hills),1698,577275
109316,3/28/2025,363000,0,2008,0.24,4,2,0,Attach,Residential,Highland Park,B-0065-0124-0000,2,http://cdn.photos.sparkplatform.com/icb/20241205173204966413000000.jpg,0,0,1,1,10800,Paved,Year Round,393 N Foothill Drive,1600,352200
109325,1/13/2025,667000,1064,2003,1.28,3,3,0,Detach,R-1,Cedar Highlands,D-1024-0006-0007,2,http://cdn.photos.sparkplatform.com/icb/20241205163330769673000000.jpg,1,3,2,1,3000,,Year Round,849 E High Mountain View Drive,1769,664000
109329,3/31/2025,417500,0,2025,0.14,3,2,0,Attach,R-2-2,Ekko View Estates,B-2046-007S-0000,2,http://cdn.photos.sparkplatform.com/icb/20241121215022289330000000.jpg,0,0,1,1,7500,Paved,Year Round,1824 N Golden Eagle,1758,410000
109332,1/28/2025,310000,0,2013,0.08,3,2,1,Attach,R-1,Gemini Meadows,B-1870-0074-000S,1,http://cdn.photos.sparkplatform.com/icb/20241206211901891872000000.jpg,0,0,1,1,0,Paved,Year Round,2806 N Clark Parkway,1700,310000
109341,1/28/2025,305000,0,2007,0.09,3,2,0,Attach,Residential,Cedar Willows,B-1867-0006-000E,2,http://cdn.photos.sparkplatform.com/icb/20241208223743263537000000.jpg,0,1,1,1,550,Paved,Year Round,432 W 2100 N,1303,304450
109349,2/13/2025,469900,0,2024,0.26,4,2,0,Attach,R-1-11,Settlers Square,A-0990-0040-0000,3,http://cdn.photos.sparkplatform.com/icb/20241209221844637862000000.jpg,0,1,1,1,0,Paved,,1152 E 4240 N (Lot 40 Phs 4 Settlers Square),1864,469900
109357,3/27/2025,275000,0,1971,0,2,1,0,None,R3,Brian Head Village,A-1150-0004-0031,0,http://cdn.photos.sparkplatform.com/icb/20241210183630703228000000.jpg,0,1,1,1,0,Paved,Year Round,356 S Hwy 143 #J-33 (J4),865,275000
109362,5/23/2025,330600,936,1976,1.07,5,3,0,Detach,R1,Monte Vista Acres,D-0941-0002-0017,2,http://cdn.photos.sparkplatform.com/icb/20241211163535837980000000.jpg,1,2,1,1,0,Paved,,3765 W 800 N,1742,330600
109364,2/19/2025,457750,0,2022,0.08,3,2,0,Attach,R,Crestline,B-2009-003A-0032,2,http://cdn.photos.sparkplatform.com/icb/20241212203748914060000000.jpg,0,1,1,1,600,Paved,Year Round,2352 W Portal Hill Road Unit #32,1648,457150
109379,5/5/2025,524220,0,2024,0.35,3,2,0,Attach,Residential,Painted Desert,D-0535-0008-0000,3,http://cdn.photos.sparkplatform.com/icb/20241212164845426908000000.jpg,0,0,1,1,0,Paved,Year Round,2498 W 5190 Lot 8 N,1782,524220
109389,2/18/2025,415000,990,1979,0.26,3,2,1,Attach,R1,Cove,B-1159-0003-0005,2,http://cdn.photos.sparkplatform.com/icb/20241213011411712410000000.jpg,1,2,1,1,1500,Paved,,2208 Saddleback Road,1740,413500
109391,9/5/2025,599890,0,2025,0.47,5,3,1,Attach,R-1,Pine View Estates,A-1035-0023-0000,3,http://cdn.photos.sparkplatform.com/icb/20241211225656146768000000.jpg,0,0,1,1,5000,Paved,Year Round,83 E 4930 N Lot 23,2634,594890
109397,1/31/2025,380000,0,2010,1.02,4,2,0,Attach,R1,Rainbow Ranchos,E-0258-0017-0000,2,http://cdn.photos.sparkplatform.com/icb/20241213220702020305000000.jpg,0,0,1,1,600,,Year Round,3343 S 5300 W,2250,379400
109399,2/28/2025,479960,0,2025,0.25,3,2,0,Attach,R2-2,Old Sorrel Ranch,B-1857-0027-0020,3,http://cdn.photos.sparkplatform.com/icb/20241205232241830696000000.jpg,0,1,1,1,0,Paved,Year Round,3619 W Benson Way,1802,479960
109401,3/6/2025,453000,1083,1994,0.37,3,3,0,Attach,Residential,Canyon Cove,B-1388-0001-0007,3,http://cdn.photos.sparkplatform.com/icb/20241214004008033596000000.jpg,0.95,0,1,1,5000,Paved,,2376 W 30 N,1532,448000
109402,1/21/2025,355000,0,2006,0.13,3,2,1,Attach,Residential,Cedar Mountain Villa,B-1832-0009-0000,2,http://cdn.photos.sparkplatform.com/icb/20241213205751477892000000.jpg,0,1,1,1,5000,Paved,,1326 W 1525 S,1689,350000
109407,2/14/2025,250000,0,2007,0.02,3,2,1,Carpor,Res,Cedar Park,B-1891-0013-0000,0,http://cdn.photos.sparkplatform.com/icb/20241216155411152085000000.jpg,0,0,1,1,14000,Paved,Year Round,370 W 1425 13 N,1365,236000
109411,4/30/2025,734700,0,2024,0.35,5,3,1,Attach,Residential,Painted Desert,D-0535-0006-0000,5,http://cdn.photos.sparkplatform.com/icb/20241216221506320647000000.jpg,0,1,1,1,0,Paved,Year Round,2442 W 5190 Lot 6 N,2820,734700
109413,2/13/2025,0,0,2025,0.12,3,2,0,Attach,Residential,Sage Springs,B-2038-0005-000E,1,http://cdn.photos.sparkplatform.com/icb/20241216225024150995000000.jpg,0,0,1,1,0,Paved,Year Round,529 W 2360 N,1176,0
109415,2/10/2025,376734.96,0,2024,0.14,3,2,0,Attach,Residential,Rose Village,B-2029-0024-000W,2,http://cdn.photos.sparkplatform.com/icb/20241216234514829466000000.jpg,0,0,1,1,0,Paved,Year Round,371 W Rosie Lot 24 W Loop,1448,376734.96
109423,2/25/2025,436900,0,2019,0.19,3,2,0,Attach,R-2-1,Crescent Hills,B-2002-0032-0000,2,http://cdn.photos.sparkplatform.com/icb/20241217174951326349000000.jpg,0,0,1,1,0,Paved,,136 N Hartford Dr,1525,436900
109428,6/20/2025,465000,0,2025,0.41,3,2,0,Attach,Residential,Spring Hill,A-1041-0003-0000,3,http://cdn.photos.sparkplatform.com/icb/20250408204209955460000000.jpg,0,0,1,1,10000,Paved,Year Round,1836 E 5250 N,1637,455000
109429,3/24/2025,425000,0,2025,0.41,3,2,0,Attach,Residential,Spring Hill,A-1041-0004-0000,2,http://cdn.photos.sparkplatform.com/icb/20241217172003009929000000.jpg,0,0,1,1,0,Paved,Year Round,1848 E 5250 N,1549,425000
109430,2/6/2025,396380,0,2024,0.2,3,2,0,Attach,Residential,Rose Village,B-2029-0022-000W,2,http://cdn.photos.sparkplatform.com/icb/20241217233616078782000000.jpg,0,0,1,1,0,Paved,Year Round,403 W Rosie Lot 22W Loop,1448,396380
109431,4/24/2025,345000,784,1942,0.42,4,2,0,Detach,R-1,Del Mar,B-0065-0007-0000,1,http://cdn.photos.sparkplatform.com/icb/20241216015237067045000000.jpg,0.85,1,1,1,0,Paved,,539 E Center Street,819,345000
109440,1/31/2025,360000,1100,1985,0.77,5,2,0,Carpor,Residential,New Castle,E-1131-0017-0000,0,http://cdn.photos.sparkplatform.com/icb/20241218224642861292000000.jpg,1,0,1,1,5000,,Year Round,122 E Center Street,1100,355000
109459,5/1/2025,507500,1232,1983,4.99,4,3,0,Attach,R-2,Old Meadow Ranch,D-0532-0001-0000,2,http://cdn.photos.sparkplatform.com/icb/20241221161413659078000000.jpg,1,2,1,1,0,Paved,Year Round,2300 W 5300 N,1606,507500
109461,3/17/2025,325000,900,1979,0.54,4,2,0,Attach,R-1,Homestead,A-0779-0055-0001,2,http://cdn.photos.sparkplatform.com/icb/20241221150341718581000000.jpg,1,0,1,1,0,Paved,Year Round,4593 N Wagon Wheel,929,325000
109462,3/10/2025,130000,0,1984,0,0,1,0,Attach,R3,Brian Head North,A-1197-000B-0115,1,http://cdn.photos.sparkplatform.com/icb/20241223051253030578000000.jpg,0,0,1,1,0,Paved,Year Round,223 Hunter Ridge #b115,375,130000
109466,6/18/2025,260000,0,2020,0.02,2,2,1,Attach,Mu,Cedar Edge,B-1386-0063-0000,1,http://cdn.photos.sparkplatform.com/icb/20241224185840851455000000.jpg,0,0,1,1,6500,Paved,Year Round,1582 S Quartz Unit A Drive,1424,253500
109467,2/7/2025,425000,1200,1974,0.44,4,2,0,Detach,R 1/2,Fife Town,D-0621-0001-0003-01,3,http://cdn.photos.sparkplatform.com/icb/20241224183152252841000000.jpg,1,1,1,1,18000,Unimproved,,2608 W 3275 N,1200,407000
109468,2/13/2025,290990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1122-0000,2,http://cdn.photos.sparkplatform.com/icb/20241226192825838404000000.jpg,0,0,1,1,0,Paved,Year Round,581 S May 1122 Drive,1399,290990
109469,2/6/2025,284990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1124-0000,2,http://cdn.photos.sparkplatform.com/icb/20241226194024859984000000.jpg,0,0,1,1,0,Paved,Year Round,587 S May 1124 Drive,1399,284990
109470,2/6/2025,284990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1125-0000,2,http://cdn.photos.sparkplatform.com/icb/20241226194903667372000000.jpg,0,0,1,1,0,Paved,Year Round,591 S May Drive 1125,1399,284990
109471,2/24/2025,279990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1123-0000,2,http://cdn.photos.sparkplatform.com/icb/20241226194802278820000000.jpg,0,0,1,1,0,Paved,Year Round,583 S May 1123 Drive,1310,279990
109472,3/20/2025,279990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1126-0000,2,http://cdn.photos.sparkplatform.com/icb/20241226212402469667000000.jpg,0,0,1,1,0,Paved,Year Round,595 S May Drive 1126,1300,279990
109474,2/25/2025,290990,0,2024,0.02,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-1127-0000,2,http://cdn.photos.sparkplatform.com/icb/20241226214748444006000000.jpg,0,0,1,1,0,Paved,Year Round,597 S May Drive 1127,1399,290990
109475,5/6/2025,415075,0,2021,0.11,3,2,0,Attach,Res,Crescent Heights,B-1895-0016-0000,2,http://cdn.photos.sparkplatform.com/icb/20241226215003951207000000.jpg,0,1,1,1,0,Paved,Year Round,2426 W Crescent Heights Dr Drive,1419,415075
109476,2/15/2025,325000,0,1998,5,3,2,0,None,R-1,Hidden Valley Ranchos,D-0502-0001-0027,0,http://cdn.photos.sparkplatform.com/icb/20241224190124114187000000.jpg,0,1,1,1,6600,Unimproved,,2781 W 5900 N,1756,318400
109488,4/4/2025,499000,875,1993,0.36,5,3,1,Attach,R,Jefferson Park,B-1132-0007-0031,2,http://cdn.photos.sparkplatform.com/icb/20241231173449836203000000.jpg,0.9,0,1,1,0,Paved,,617 S St James Place,1782,499000
109490,2/27/2025,499999,1549,2022,0.43,3,2,0,Attach,Residential,Iron Mountain,A-0956-0146-0000,3,http://cdn.photos.sparkplatform.com/icb/20241231234840074581000000.jpg,0,1,1,1,0,Paved,Year Round,4277 Half Mile Road,1559,499999
109491,5/28/2025,290000,1008,1978,0.18,5,2,0,Carpor,R-1,Paro Vista,A-0511-0005-0017,1,http://cdn.photos.sparkplatform.com/icb/20250101073748365980000000.jpg,1,1,1,1,1500,Paved,Year Round,273 S 750 W,1008,288500
109492,2/18/2025,367000,0,2024,0.5,3,2,0,Detach,Residential,Mid Valley Estates,D-0518-0049-0001,2,http://cdn.photos.sparkplatform.com/icb/20250101192117423250000000.jpg,0,0,1,1,10000,Paved,Year Round,5369 N 3000 West W,1183,357000
109493,2/14/2025,410000,0,2018,0.18,3,2,0,Attach,R-1,Gemini Meadows,B-1870-0144-0001,2,http://cdn.photos.sparkplatform.com/icb/20250101225011574868000000.jpg,0,0,1,1,0,Paved,,2621 N Shady Place Place,1550,410000
109497,5/1/2025,121750,0,2000,0,4,2,0,None,R-3,Canyon Vw Mfg Hm Prk,AZFLY21A07826DV13,0,http://cdn.photos.sparkplatform.com/icb/20241231043316071472000000.jpg,0,0,1,1,0,Paved,,780 W 1125 #12 N,1458,121750
109499,3/25/2025,620000,193,2006,0,2,2,1,Bsmt,R-3,Black Diamond,A-1207-0003-010G,1,http://cdn.photos.sparkplatform.com/icb/20250102191355058373000000.jpg,1,1,1,1,0,Paved,Year Round,565 Vasels #10G,1490,620000
109507,2/28/2025,310000,900,1975,0.21,4,2,0,None,R-3-M,Not Applicable,B-0031-0002-0003,0,http://cdn.photos.sparkplatform.com/icb/20250103155043831893000000.jpg,0.8,1,1,1,5000,Paved,Year Round,351 N 800 W,900,305000
109512,3/18/2025,134900,0,1990,0.04,2,1,0,None,Residential,Foothills RV Park,A-0504-0003-0002-24,0,http://cdn.photos.sparkplatform.com/icb/20250104054625752809000000.jpg,0,0,1,1,0,Paved,Year Round,224 Raquel,616,134900
109513,1/28/2025,324400,0,2005,0.12,3,2,0,Attach,Res,Southern View,B-1791-0005-0000,2,http://cdn.photos.sparkplatform.com/icb/20250104201628697063000000.jpg,0,0,1,1,0,Paved,Year Round,1421 S Northern View Drive,1290,324400
109523,2/6/2025,250000,0,2008,0.02,3,2,1,None,Residential,Cedar Park,B-1917-0016-0000,0,http://cdn.photos.sparkplatform.com/icb/20250103224206563468000000.jpg,0,0,1,1,2000,Paved,,340 W 1425 #97 N,1365,248000
109525,6/11/2025,499000,0,2025,0.46,4,2,1,Attach,R1,Iron West,B-2020-0081-0000,3,http://cdn.photos.sparkplatform.com/icb/20250425162621718101000000.jpg,0,1,1,1,10000,Paved,Year Round,4308 W 200 CIR N,1925,489000
109535,11/1/2025,145000,0,1980,20,4,1,0,None,R,Not Applicable,E-0979-0005-0000,0,http://cdn.photos.sparkplatform.com/icb/20250107210102325885000000.jpg,0,1,1,1,0,Unimproved,,20 Acres With House in Beryl,1328,145000
109539,2/19/2025,310000,0,1999,1.3,3,2,0,None,R-2,Cedar Valley Acres,D-0456-0626-0000,0,http://cdn.photos.sparkplatform.com/icb/20250108043806439992000000.jpg,0,1,1,1,10000,Paved,Year Round,5520 N 3575 W,1377,300000
109545,2/25/2025,521000,1392,1999,0.28,6,4,0,Attach,R-3-M,Castlegate,B-1604-0031-0000,2,http://cdn.photos.sparkplatform.com/icb/20250109160730604264000000.jpg,1,0,2,1,10000,Paved,Year Round,422 W 1600 N,1989,511000
109550,3/7/2025,240000,0,2007,0.1,2,1,0,None,R2,Cedar Willows,B-1893-0005-0000,0,http://cdn.photos.sparkplatform.com/icb/20250109185545041093000000.jpg,0,0,1,1,5800,Paved,,1896 N 1600 North Access Road,768,234200
109553,11/13/2025,417500,0,2025,0.14,3,2,0,Attach,R-2-2,Ekko View Estates,B-2046-002S-0000,2,http://cdn.photos.sparkplatform.com/icb/20250409203826229027000000.jpg,0,0,1,1,8000,Paved,Year Round,1840 N Golden Eagle,1758,409500
