List Number,Sold Date,Sold Price,Basement SqFt,Year Built,Lot Acres,Total Bedrooms,Full Baths,Half Baths,Garage Type,Zoned,Subdivision,Parcel Number,Garage Capacity,Photo URL,Bsmt % Finish,Fireplaces2,Kitchens,Laundry,Concessions4,Road Condition,Accessability,Address,GLA,Adjusted SP
111606,7/17/2025,360000,0,2014,0.19,3,2,0,Attach,Residential,Gemini Meadows,B-1870-0128-0000,2,http://cdn.photos.sparkplatform.com/icb/20250531182341495902000000.jpg,0,0,1,1,6740,Paved,Year Round,2659 N Clark Parkway,1267,353260
111611,9/11/2025,457000,1345,2015,0.16,5,3,0,Attach,R-3-M,Cedar Meadows,B-1803-0022-0000,2,http://cdn.photos.sparkplatform.com/icb/20250601025035391519000000.jpg,1,0,1,1,12000,Paved,Year Round,136 N 4275 W,1379,445000
111612,7/1/2025,350000,0,2004,0.06,3,2,0,Attach,R1,Safe Harbor@Blk Rock,B-1625-0013-0000,2,http://cdn.photos.sparkplatform.com/icb/20250602060029969749000000.jpg,0,1,1,1,0,Paved,Year Round,339 N Harbor Circle,1363,350000
111617,8/25/2025,395000,0,1981,0.2,3,3,0,Attach,R,Imlay,B-1137-0006-0002-08,2,http://cdn.photos.sparkplatform.com/icb/20250602162736456183000000.jpg,1,2,1,1,15000,Paved,Year Round,387 S 800 W,1699,380000
111620,10/31/2025,645000,2071,2019,0.27,6,3,1,Attach,R-1,Sunset Canyon Estate,B-1785-0050-0000,3,http://cdn.photos.sparkplatform.com/icb/20250602153316362711000000.jpg,1,1,1,1,0,Paved,,291 S Marble Canyon Circle,2071,645000
111621,9/30/2025,365000,0,1974,1.21,4,1,1,None,R-1,Cedar Breaks Mtn,A-1210-0037-0000,0,http://cdn.photos.sparkplatform.com/icb/20250602190906405471000000.jpg,0,1,1,1,0,,Year Round,468 E Trail Lots 37 & 38 Road,1584,365000
111622,9/29/2025,300000,0,1973,0,2,2,0,Detach,Residential,The Ridge,A-1150-0003-0002-018,1,http://cdn.photos.sparkplatform.com/icb/20250602191626659641000000.jpg,0,1,1,1,0,Paved,Year Round,226 S HWY 143 E-3,774,300000
111628,10/22/2025,350000,0,1957,0.19,4,1,1,None,R-2-2,La Vista Park,B-1103-0057-0000,0,http://cdn.photos.sparkplatform.com/icb/20250602210844722534000000.jpg,0,2,1,1,0,Paved,Year Round,443 S 300 E,1756,350000
111631,7/18/2025,750000,1804,2025,0.28,4,3,0,Attach,R-1,Saddleback Ridge,B-2012-0805-0000,3,http://cdn.photos.sparkplatform.com/icb/20250602155645204145000000.jpg,0.4,1,1,1,0,Paved,,3105 W Rock Ridge Road,1758,750000
111638,7/3/2025,419900,1377,1953,0.2,4,3,0,Detach,R-2,Not Applicable,B-0057-0008-0000,1,http://cdn.photos.sparkplatform.com/icb/20250603044507580203000000.jpg,1,2,1,1,12597,Paved,,345 N 600 W,2136,407303
111652,10/14/2025,332000,0,2023,0.03,3,2,1,Attach,R3,Shadow Cove,B-2021-0058-0000,2,http://cdn.photos.sparkplatform.com/icb/20250603204841125862000000.jpg,0,1,1,1,700,Paved,Year Round,668 E Fiddlers Cove #58 Drive,1734,331300
111659,8/15/2025,646180,1894,2025,0.22,7,4,0,Attach,R-2-1,Black Sage,B-1877-0225-0000,3,http://cdn.photos.sparkplatform.com/icb/20250604055604651588000000.jpg,1,0,2,2,15000,Paved,Year Round,2664 W Black Sage Drive,1885,631180
111660,6/23/2025,324900,0,2005,0.13,3,2,0,Attach,R-2,Southern View,B-1791-0033-0000,2,http://cdn.photos.sparkplatform.com/icb/20250604152904411112000000.jpg,0,0,1,1,0,Paved,Year Round,1447 S Southern View Drive,1290,324900
111668,7/25/2025,337000,0,1950,0.16,3,1,0,Carpor,R3M,Not Applicable,B-1024-0005-0000,1,http://cdn.photos.sparkplatform.com/icb/20250603230547904817000000.jpg,0,0,1,1,9915,Paved,Year Round,313 S Dewey Avenue,1220,327085
111672,11/17/2025,509990,1202,2025,0.28,4,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-0027-0129,3,http://cdn.photos.sparkplatform.com/icb/20250717222055708315000000.jpg,0,0,1,1,0,Paved,Year Round,549 S Bryant 129 Street,2540,509990
111673,7/23/2025,594000,1800,2017,0.37,4,3,0,Attach,R-1,Ashdown Forest,B-1812-0016-0000,3,http://cdn.photos.sparkplatform.com/icb/20250605002231072150000000.jpg,0.35,1,1,1,0,Paved,Year Round,1158 E Ashdown Forest Road,1800,594000
111676,7/14/2025,0,0,2018,0.19,3,2,0,Attach,R,Crescent Hills,B-1999-0009-0000,3,http://cdn.photos.sparkplatform.com/icb/20250604164110351515000000.jpg,0,0,1,1,0,Paved,Year Round,93 N Windsor Road,1412,0
111677,8/1/2025,325000,1328,1977,0,4,3,0,Detach,R-3-M,Three Fountains,B-1151-0001-0004-025,2,http://cdn.photos.sparkplatform.com/icb/20250605133944755194000000.jpg,1,2,1,1,0,Paved,Year Round,901 Three Fountains,1328,325000
111680,10/24/2025,580000,1655,2022,0.26,4,3,0,Attach,R1,Iron West,B-2020-0106-0000,2,http://cdn.photos.sparkplatform.com/icb/20250605153335087540000000.jpg,1,0,1,1,4445,Paved,Year Round,4657 W 275 N,1864,575555
111701,9/10/2025,550000,1610,2013,0.37,6,3,0,Attach,R-1,Sunset Canyon Estate,B-1858-0012-0000,2,http://cdn.photos.sparkplatform.com/icb/20250606180057923663000000.jpg,1,1,1,1,3000,Paved,Year Round,2702 W 300 S,1610,547000
111702,7/29/2025,465000,0,2011,0.72,4,2,1,Attach,R-1,Sunrise Meadows,D-1215-0038-0000,3,http://cdn.photos.sparkplatform.com/icb/20250606180211349287000000.jpg,0,0,1,1,9000,Paved,Year Round,4236 N 2375 W,1854,456000
111704,7/18/2025,507500,1151,2025,0.2,4,2,1,Attach,R-2-1,Crescent Hills,B-2017-0017-0000,2,http://cdn.photos.sparkplatform.com/icb/20250604142229880483000000.jpg,1,1,1,1,5000,Paved,,39 N Strathmore Ln (Lot 17 Phs 4 Crescent Hills),1419,502500
111722,6/9/2025,425000,1019,2025,0.11,4,2,1,Attach,R2-2,Liberty Cove at Jefferson,B-2026-010B-0000,2,http://cdn.photos.sparkplatform.com/icb/20250609145750729932000000.jpg,1,0,1,1,0,Paved,Year Round,740 S Liberty Cove Drive,1147,425000
111725,8/28/2025,588500,659,2003,0.75,3,3,0,Attach,R,Cedar Highlands,D-1024-0012-0001,2,http://cdn.photos.sparkplatform.com/icb/20250607223838856256000000.jpg,1,1,1,1,0,,Year Round,1016 E High Cedar Highlands Drive,1319,588500
111731,7/17/2025,479900,0,2020,0.19,4,2,0,Attach,R,Crescent Hills,B-2002-0012-0000,3,http://cdn.photos.sparkplatform.com/icb/20250609194553304038000000.jpg,0,1,1,1,0,Paved,Year Round,135 N Hartford Drive,1695,479900
111739,7/25/2025,851980,2062,2025,1,9,5,1,Attach,Residential,Painted Desert,D-0535-0020-0000,3,http://cdn.photos.sparkplatform.com/icb/20250610145945015637000000.jpg,1,0,1,1,0,Paved,,2413 W 5190 N,2983,851980
111742,7/11/2025,545266.88,0,2025,0.36,4,2,1,Attach,Residential,Painted Desert,D-0535-0002-0000,3,http://cdn.photos.sparkplatform.com/icb/20250610171904335486000000.jpg,0,1,1,1,1225,Paved,,2342 W 5190 Lot 2 N,1990,544041.88
111743,7/28/2025,390445,0,2025,0.12,3,2,0,Attach,Residential,Rose Village,B-2050-0044-000W,2,http://cdn.photos.sparkplatform.com/icb/20250610173403129193000000.jpg,0,0,1,1,3000,Paved,,322 W Rosie Loop Lot 44W,1448,387445
111744,9/26/2025,686595,2062,2025,1,4,2,1,Attach,Residential,Painted Desert,D-0535-0025-0000,3,http://cdn.photos.sparkplatform.com/icb/20250610175215961082000000.jpg,0,1,1,1,0,Paved,,2313 W 5190 Lot 25 N,2222,686595
111746,8/14/2025,464900,0,2024,0.29,4,2,1,Attach,R1,Valley Gate Estates,A-0798-0031-0000,3,http://cdn.photos.sparkplatform.com/icb/20250619005431649062000000.jpg,0,0,1,1,0,Paved,Year Round,4982 N Winchester lot 31 Drive,2264,464900
111752,7/23/2025,399900,935,1921,0.53,4,2,0,Detach,R-1,Parowan City,A-0354-0000-0000,1,http://cdn.photos.sparkplatform.com/icb/20250611031052486061000000.jpg,1,1,1,1,3525,Paved,Year Round,122 W 300 N,935,396375
111753,9/22/2025,540000,0,1977,1.88,2,1,0,None,R1,Cdr Brks Mtn Hmsits,A-1212-0025-0000,0,http://cdn.photos.sparkplatform.com/icb/20250610182401257464000000.jpg,0,1,1,1,1500,,Year Round,648 E Park - U - Pine Walk,1008,538500
111765,10/24/2025,435000,1021,1983,0.24,4,3,0,Attach,R 2-2,Canyon Park,B-1105-0004-0001,2,http://cdn.photos.sparkplatform.com/icb/20250611160200773010000000.jpg,1,1,1,1,5000,Paved,Year Round,28 S 580 E,1575,430000
111771,9/30/2025,320000,0,1975,0,2,2,0,None,R3,Sawmill Condos/Pines,A-1150-0001-0021,0,http://cdn.photos.sparkplatform.com/icb/20250612053208467267000000.jpg,0,1,1,1,0,,Year Round,101 S Village #3A Way,930,320000
111779,10/30/2025,589800,0,2025,0.29,4,2,0,Attach,R-1,The Bluff at South Mtn.,B-2027-0005-0000,2,http://cdn.photos.sparkplatform.com/icb/20250823174140607626000000.jpg,0,1,1,1,5000,Paved,Year Round,2154 S Bluff Drive,2055,584800
111781,7/22/2025,210000,0,2010,0,3,2,1,None,Residential,Trailside,B-1960-0011-000D,0,http://cdn.photos.sparkplatform.com/icb/20250612173317053831000000.jpg,0,0,1,1,8700,Paved,Year Round,920 S 25 #11d E,1258,201300
111800,8/20/2025,300000,240,1978,0.4,3,2,0,None,R-2 Residential,Not Applicable,A-0415-0003-0000,0,http://cdn.photos.sparkplatform.com/icb/20250611141817825706000000.jpg,1,1,1,1,0,Paved,,315 N 500 W,1742,300000
111801,9/26/2025,357000,1042,1997,0.09,4,4,0,Carpor,Residential,Eastridge,B-1563-0004-0000,2,http://cdn.photos.sparkplatform.com/icb/20250612014959667391000000.jpg,1,1,1,1,0,Paved,Year Round,326 W Mountain View Dr,1051,357000
111802,7/18/2025,855000,1835,1998,19.64,4,3,1,Attach,R,Eagle Valley Ranchos,D-0495-0006-0000,1,http://cdn.photos.sparkplatform.com/icb/20250613161429652588000000.jpg,0.5,1,1,1,10000,,Year Round,5727 N 1700 W,1835,845000
111804,9/30/2025,310000,450,1992,0.14,4,2,0,Carpor,Residential,Not Applicable,B-1135-0023-0003,1,http://cdn.photos.sparkplatform.com/icb/20250618212619708712000000.jpg,1,0,1,1,500,Paved,,1161 S 860 W,931,309500
111805,9/2/2025,505000,0,2018,0.41,3,2,0,Attach,R-1,Peak View,D-0459-0008-0000,3,http://cdn.photos.sparkplatform.com/icb/20250613193836495088000000.jpg,0,1,1,1,9413,Paved,Year Round,4726 N 2525 W,1451,495587
111810,8/18/2025,387500,0,2020,0.41,3,2,0,Attach,R-1,Iron Mountain,A-0974-0083-0000,3,http://cdn.photos.sparkplatform.com/icb/20250613222407397769000000.jpg,0,0,1,1,8000,Paved,,871 E 4200 N,1435,379500
111818,7/10/2025,750000,748,2018,0.28,3,2,0,None,Res,Brian Head III,A-1148-0005-0001,1,http://cdn.photos.sparkplatform.com/icb/20250614183719796361000000.jpg,1,1,1,1,0,Unimproved,,673 S Snowflake,1040,750000
111823,7/25/2025,605000,0,2016,0.27,3,2,0,Attach,Residential,Southern View,B-1832-0064-0000,5,http://cdn.photos.sparkplatform.com/icb/20250615032023301423000000.jpg,0,1,1,1,0,Paved,Year Round,1283 W 1750 S,1702,605000
111828,8/4/2025,440000,1307,1997,0.51,6,3,0,Attach,R,Homestead,A-0779-0010-005A,2,http://cdn.photos.sparkplatform.com/icb/20250616073817821117000000.jpg,1,0,1,1,0,Paved,Year Round,4468 N Pioneer Drive,1349,440000
111830,6/30/2025,735000,0,2005,0.1,3,2,1,Attach,R-3,Parkside Townhomes,A-1193-0004-0000,1,http://cdn.photos.sparkplatform.com/icb/20250616160110668966000000.jpg,0,1,1,1,0,Paved,,505 S Vasels Road,2065,735000
111831,8/15/2025,380000,1127,1993,0.42,5,2,1,None,Residential,Enoch City,A-0780-0000-000E-05,0,http://cdn.photos.sparkplatform.com/icb/20250616161556084854000000.jpg,1,0,1,1,0,Paved,,4908 N Mule Train Drive,1127,380000
111835,7/23/2025,875000,1640,2015,9.43,3,3,0,Attach,R-5,Sunrise,E-0235-0001-0005-05,2,http://cdn.photos.sparkplatform.com/icb/20250616195339831624000000.jpg,0.8,1,1,1,0,Paved,Year Round,8836 W 3200 S,1640,875000
111847,7/14/2025,235000,0,2005,0.02,3,2,1,Carpor,R-3-M,Countryside Terrace,B-1742-0056-0000,1,http://cdn.photos.sparkplatform.com/icb/20250617171452469751000000.jpg,0,0,1,1,0,Paved,,1148 N Northfield #56 Road,1365,235000
111849,10/30/2025,410000,0,2011,4.47,3,2,0,Detach,R,Park West,E-0147-0023-0000,4,http://cdn.photos.sparkplatform.com/icb/20250615184431918736000000.jpg,0,0,1,1,5000,,Year Round,4564 W 2100 N,1120,405000
111853,9/17/2025,680000,896,1986,0,3,3,1,Bsmt,Res,Racquet Club Villas,A-1179-0001-0000,4,http://cdn.photos.sparkplatform.com/icb/20250617221418936034000000.jpg,1,2,1,1,3000,,Year Round,487 S Vasels #1 Road,1792,677000
111854,8/21/2025,250000,0,1950,0.17,2,1,0,Carpor,R1,Thorley William,B-1102-0009-0000,2,http://cdn.photos.sparkplatform.com/icb/20250617232916502011000000.jpg,0,0,1,1,10000,Paved,,420 S 150 E,751,240000
111859,10/1/2025,350000,0,2021,0.03,3,2,1,Carpor,Residential,Blackstone Townhomes,B-2024-0001-0003,2,http://cdn.photos.sparkplatform.com/icb/20250630202159117857000000.jpg,0,0,1,1,0,,Year Round,875 S Lincoln #3 C,1852,350000
111860,10/1/2025,350000,0,2021,0.03,3,2,1,Carpor,Residential,Blackstone Townhomes,B-2024-0001-0004,2,http://cdn.photos.sparkplatform.com/icb/20250630213334176035000000.jpg,0,0,1,1,0,Paved,Year Round,875 S Lincoln #4 D,1852,350000
111861,10/1/2025,350000,0,2021,0.03,3,2,1,Attach,Residential,Blackstone Townhomes,B-2024-0002-0003,2,http://cdn.photos.sparkplatform.com/icb/20250630214605521403000000.jpg,0,0,1,1,0,Paved,Year Round,876 S Lincoln #3 C,1852,350000
111864,10/1/2025,350000,0,2021,0.03,3,2,1,Attach,Residential,Blackstone Townhomes,B-2024-0002-0004,2,http://cdn.photos.sparkplatform.com/icb/20250630214335388870000000.jpg,0,0,1,1,0,Paved,Year Round,876 S Lincoln #4 D,1852,350000
111866,9/3/2025,550000,1890,1972,0.38,3,3,1,Attach,R-1,WH Leigh,B-1113-0008-0008,4,http://cdn.photos.sparkplatform.com/icb/20250618140527480100000000.jpg,0.75,2,1,1,25000,Paved,,42 S Juniper Drive,2058,525000
111880,7/18/2025,250000,1007,1974,0.37,4,2,0,Attach,R-2,Not Applicable,A-0430-0004-0000,1,http://cdn.photos.sparkplatform.com/icb/20250617224456576855000000.jpg,0.5,0,1,1,0,Paved,,549 W 200 North,1007,250000
111881,10/30/2025,690000,0,2006,1.06,5,4,1,Attach,Residential,Valley Heights Est,A-2055-0012-0000,2,http://cdn.photos.sparkplatform.com/icb/20250618174723173646000000.jpg,0,1,1,1,0,Paved,,485 S 1150 W,3735,690000
111888,11/19/2025,430000,914,1952,0.48,4,3,0,Attach,Mixed Use,Not Applicable,B-0026-0001-0000,2,http://cdn.photos.sparkplatform.com/icb/20250619143135741082000000.jpg,0.8,3,2,1,0,Paved,Year Round,237 N 400 W,2356,430000
111895,7/23/2025,414000,792,2000,0.26,4,2,0,Attach,6,Cove,B-1160-0005-0005,2,http://cdn.photos.sparkplatform.com/icb/20250619153140948709000000.jpg,0.5,0,1,1,7000,Paved,Year Round,142 N Sunnyside Drive,1248,407000
111899,7/31/2025,247900,0,2008,0,2,2,0,Attach,R-3-M,Cedar Crossing,B-1976-0017-0054,2,http://cdn.photos.sparkplatform.com/icb/20250623165910292348000000.jpg,0,0,1,1,11411,Paved,Year Round,1177 N Northfield #54 Road,1307,236489
111900,7/21/2025,404500,700,1939,0.19,5,2,0,None,Commercial,Not Applicable,B-1091-0001-0000,0,http://cdn.photos.sparkplatform.com/icb/20250619163328845423000000.jpg,1,1,1,1,0,Paved,,97 W 400 S,1046,404500
111901,10/14/2025,269900,0,1998,9.51,3,2,0,Detach,Residential,Escalante Valley,E-1567-0023-0000,2,http://cdn.photos.sparkplatform.com/icb/20250619190918477864000000.jpg,0,0,1,1,10000,,Year Round,1926 W 6000 N,1201,259900
111911,7/25/2025,799000,0,2025,0.29,3,2,1,Attach,R1,Saddleback Ridge,B-2012-0932-0000,2,http://cdn.photos.sparkplatform.com/icb/20250620150108596308000000.jpg,0,1,1,1,0,Paved,Year Round,1798 S Hidden Canyon Road,2625,799000
111916,11/21/2025,655000,0,2025,0.27,4,2,1,Attach,R1,Saddleback Ridge,B-2012-0212-0000,3,http://cdn.photos.sparkplatform.com/icb/20250825172744628548000000.jpg,0,1,1,1,0,Paved,Year Round,1918 S Oak Springs Circle,2450,655000
111923,8/1/2025,706000,1850,2003,0.22,6,4,0,Attach,R1,Legacy Park Sub,B-1718-0004-0000,3,http://cdn.photos.sparkplatform.com/icb/20250620185243239633000000.jpg,1,1,1,1,6000,Paved,Year Round,622 S 2200 W,2350,700000
111927,9/12/2025,265000,287,1938,0.21,3,1,0,None,R-3,Cedar City,B-0924-0000-0000,0,http://cdn.photos.sparkplatform.com/icb/20250620215037213550000000.jpg,0.3,0,1,1,7800,Paved,Year Round,347 W 300 N,907,257200
111931,11/3/2025,235000,0,1980,0,1,1,0,None,Res,Brianwood Condo,A-1153-0030-0000,0,http://cdn.photos.sparkplatform.com/icb/20250621002546899032000000.jpg,0,1,1,1,500,Paved,,385 S Vasels (fka Brian Head Blvd) #30,675,234500
111932,8/25/2025,515000,0,2025,0.35,4,2,0,Attach,Res,Maple Spring Estates,A-2058-0001-0000,2,http://cdn.photos.sparkplatform.com/icb/20250628143645223130000000.jpg,0,1,1,1,0,Paved,,270 S 1075 W,1874,515000
111934,10/3/2025,383000,1056,1997,9.5,4,2,1,None,R-5 Acres,Escalante Valley,E-1567-0008-0000,0,http://cdn.photos.sparkplatform.com/icb/20250620225542346358000000.jpg,0.5,0,1,1,11100,,Year Round,1977 W 6000 N,1756,371900
111938,8/22/2025,299000,0,1999,0.43,3,2,0,Carpor,Res,Trails West,A-0906-0026-0000,2,http://cdn.photos.sparkplatform.com/icb/20250623173215495312000000.jpg,0,0,1,1,13000,Paved,,4544 N Oregon Trail,1101,286000
111955,7/25/2025,475000,2076,1994,0.26,4,3,1,Attach,R,Cove Canyon,B-1388-0002-0006,2,http://cdn.photos.sparkplatform.com/icb/20250624041918394651000000.jpg,0.5,1,1,1,0,Paved,Year Round,2236 W 30 N,2001,475000
111956,11/21/2025,638175,696,1975,0.99,3,2,1,Detach,Res,Ski View Estates,C-1115-0005-001A,2,http://cdn.photos.sparkplatform.com/icb/20250623193022971644000000.jpg,1,1,1,1,0,Unimproved,Year Round,894 N Aspen Drive,1523,638175
111959,8/29/2025,495000,1389,2025,0.2,3,2,0,Attach,R-2-1,Crescent Hills,B-2017-0036-0000,3,http://cdn.photos.sparkplatform.com/icb/20250822181532432624000000.jpg,0,0,1,1,3500,Paved,,91 N Sterling Dr (Lot 36 Phs 4 Crescent Hills),1528,491500
111963,8/22/2025,404000,0,1996,0.31,3,2,1,Attach,Res,Not Applicable,A-0639-0056-0000,2,http://cdn.photos.sparkplatform.com/icb/20250624170104212154000000.jpg,0,1,1,1,10000,Paved,,36 S 750 E,1920,394000
111967,10/30/2025,620000,0,2025,0.3,4,2,1,Attach,Res,Saddleback Ridge,B-2012-0208-0000,4,http://cdn.photos.sparkplatform.com/icb/20250624213600213464000000.jpg,0,1,1,1,0,,Year Round,1947 S Oak Springs Circle,2400,620000
111969,10/24/2025,325000,500,1972,0.18,3,2,0,Attach,R-1,Northwood,B-0005-0001-0011,2,http://cdn.photos.sparkplatform.com/icb/20250623234353284172000000.jpg,1,1,1,1,0,Paved,,364 N 1500 W,1002,325000
111970,8/28/2025,685000,0,2005,20.04,3,2,0,None,A-20,Not Applicable,E-4513-0004-0000,0,http://cdn.photos.sparkplatform.com/icb/20250624205730523494000000.jpg,0,1,1,1,15000,,Year Round,12559 W 1025 S,1826,670000
111977,9/30/2025,643900,0,2025,0.27,3,2,1,Attach,R1,The Canyon at Eagle Ridge,B-2039-0004-0000,3,http://cdn.photos.sparkplatform.com/icb/20250620154423609701000000.jpg,0,1,1,1,0,Paved,Seasonal,2345 S Canyon Circle,2100,643900
111987,9/9/2025,385000,0,1989,0.48,4,4,0,None,R,Mid Valley Estates,D-0518-0042-0000,0,http://cdn.photos.sparkplatform.com/icb/20250625162045987650000000.jpg,0,1,1,1,6000,Paved,Year Round,5172 N 3100 W,2824,379000
111989,8/8/2025,415000,0,2020,0.27,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-0027-0007,2,http://cdn.photos.sparkplatform.com/icb/20250626162223363524000000.jpg,0,1,1,1,5500,Paved,Year Round,333 S Cedar Creek Drive S,1609,409500
111991,8/6/2025,360000,0,2014,0.18,3,2,0,Attach,R1,Gemini Meadows,B-1870-0116-0000,2,http://cdn.photos.sparkplatform.com/icb/20250626182455955153000000.jpg,0,0,1,1,0,Paved,,2721 N Mountain Valley Trail,1250,360000
111998,8/29/2025,642500,0,2025,0.26,4,2,1,Attach,R,Iron West,B-2020-0084-0000,3,http://cdn.photos.sparkplatform.com/icb/20250626194555142735000000.jpg,0,1,1,1,2600,Paved,,4341 W 200 N Circle,2238,639900
111999,10/27/2025,235000,0,2004,0.02,3,2,1,Carpor,R3,Countryside Terrace,B-1742-0047-0000,1,http://cdn.photos.sparkplatform.com/icb/20250626184746979680000000.jpg,0,0,1,1,0,Paved,,1148 N Northfield #47 Road,1365,235000
112004,11/14/2025,850000,0,2025,0.51,6,4,0,Attach,Residential,Painted Desert,D-0535-0014-0000,3,http://cdn.photos.sparkplatform.com/icb/20251024024433620062000000.jpg,0,1,2,2,0,Paved,Year Round,5166 N 2570 W,3518,850000
112483,9/26/2025,334000,0,2023,0.04,3,2,1,Attach,Mu,Townhomes at Cross Hollow,B-2018-0033-0000,2,http://cdn.photos.sparkplatform.com/icb/20250729150844643542000000.jpg,0,1,1,1,10000,Paved,,2875 W Cody #33 Drive,1810,324000
112009,8/15/2025,335000,0,2002,0.52,4,2,0,Carpor,R-1,Garden Park Estates,A-0876-0000-000Q-17,1,http://cdn.photos.sparkplatform.com/icb/20250627171801243770000000.jpg,0,1,1,1,0,Paved,Year Round,4423 N Maple Lane,2248,335000
112019,8/26/2025,334990,632,2025,0.03,4,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1176-0000,2,http://cdn.photos.sparkplatform.com/icb/20250628200539348963000000.jpg,0.8,0,1,1,4000,,Year Round,590 S Rockwell 1176 Lane,1616,330990
112020,8/26/2025,324990,632,2025,0.03,3,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1175-0000,2,http://cdn.photos.sparkplatform.com/icb/20250628204139756392000000.jpg,0.8,0,1,1,0,,Year Round,588 S Rockwell 1175 Lane,1573,324990
112021,11/21/2025,620000,1885,2002,0.26,6,3,0,Attach,Res,Legacy Park Sub,B-1718-0012-0000,3,http://cdn.photos.sparkplatform.com/icb/20250628185624531868000000.jpg,1,2,1,1,50,Paved,,2258 W 700 S,1885,619950
112023,8/21/2025,334990,632,2025,0.03,3,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1174-0000,2,http://cdn.photos.sparkplatform.com/icb/20250628211511960460000000.jpg,0.8,0,1,1,8000,Paved,Year Round,584 S Rockwell #1174 Lane,1573,326990
112031,9/19/2025,415000,621,1977,0.27,3,2,0,Attach,R-1,Cove,B-1153-0004-0007,2,http://cdn.photos.sparkplatform.com/icb/20250630160056280271000000.jpg,0.5,1,1,1,10500,Paved,Year Round,2262 W Skyview Drive,1804,404500
112033,7/31/2025,276000,643,2005,0.09,4,3,1,Attach,R-3-M,Terraces@Black Rock,B-1778-0001-0001,1,http://cdn.photos.sparkplatform.com/icb/20250630164527228582000000.jpg,1,0,1,1,7000,Paved,,314 N Beacon Drive,1321,269000
112048,7/18/2025,116000,0,1960,0.67,2,1,0,None,R,Rainbow Meadows,C-0638-0002-0000,0,http://cdn.photos.sparkplatform.com/icb/20250701065057880695000000.jpg,0,1,1,1,0,,Seasonal,2074 S A Street,800,116000
112072,10/30/2025,460000,0,2025,0.16,5,3,1,Attach,R2-2,Pointe West,B-2033-0024-0000,2,http://cdn.photos.sparkplatform.com/icb/20250905173903361389000000.jpg,0,0,1,1,0,Paved,Year Round,1158 N Yucca St,2803,460000
112078,10/24/2025,475000,0,2013,0.41,3,2,1,Attach,Residential,Flying L Ranch,D-0759-0006-0026,1,http://cdn.photos.sparkplatform.com/icb/20250702203803465911000000.jpg,0,1,1,1,0,Paved,Year Round,2284 W 2350 N,2120,475000
112085,11/4/2025,450000,914,2002,0.22,4,3,1,Attach,Residential,North Field Addition,B-1615-0013-0000,2,http://cdn.photos.sparkplatform.com/icb/20250715185355391128000000.jpg,1,1,1,1,4000,Paved,Year Round,2566 N 475 W,1828,446000
112086,10/30/2025,517000,1750,1999,1.01,4,2,0,Attach,R,Flying L Ranch,D-1193-000A-0001,2,http://cdn.photos.sparkplatform.com/icb/20250703153631487128000000.jpg,1,1,1,1,0,Paved,Year Round,2270 W 2650 N,1950,517000
112087,10/28/2025,429900,0,2025,0.2,3,2,0,Attach,R-1,The Parks Deer Hollo,D-1224-0007-0000,2,http://cdn.photos.sparkplatform.com/icb/20250818173005292062000000.jpg,0,1,1,1,0,Paved,,1966 W 4750 N,1890,429900
112089,7/2/2025,552880,1208,2025,0.28,5,3,0,Attach,Residential,Black Sage,B-1877-0227-0000,2,http://cdn.photos.sparkplatform.com/icb/20250703175437014134000000.jpg,0.15,0,1,1,10743,Paved,Year Round,2686 W Black Sage Drive,2400,542137
112100,9/3/2025,369900,405,2025,0.02,4,3,1,Attach,R3-M,Fiddlers Cove PUD,B-2041-0006-000A,2,http://cdn.photos.sparkplatform.com/icb/20250703220054169858000000.jpg,1,0,1,1,10800,Paved,Year Round,665 E 2015 #6A N,1867,359100
112101,9/24/2025,348900,405,2025,0.02,4,3,1,Attach,R3-M,Fiddlers Cove PUD,B-2041-0006-000B,2,http://cdn.photos.sparkplatform.com/icb/20250703220956950070000000.jpg,1,0,1,1,0,Paved,Year Round,665 E 2015 #6B N,1867,348900
112102,8/7/2025,612500,0,2024,0.25,3,2,0,Attach,R-2-1,The Canyon at Eagle Ridge,B-2039-0011-0000,2,http://cdn.photos.sparkplatform.com/icb/20250703171036200935000000.jpg,0,1,1,1,0,Paved,Year Round,3127 W 2350 S,1810,612500
112105,7/30/2025,320000,0,1996,0.14,2,2,0,Attach,Res,Aspen Cove,A-0026-0001-0004,2,http://cdn.photos.sparkplatform.com/icb/20250703200720385791000000.jpg,0,0,1,1,10000,Paved,Year Round,634 W 60 N,1060,310000
112107,10/17/2025,249000,0,1998,2.62,1,1,0,None,Res,Green Meadow Acres,C-1135-0004-0022-011,0,http://cdn.photos.sparkplatform.com/icb/20250704012221848292000000.jpg,1,1,1,1,750,,Seasonal,786 N 800 W,570,248250
112484,9/26/2025,324990,0,2025,0.11,3,2,0,Attach,Residential,Pointe West,B-2033-0037-000W,2,http://cdn.photos.sparkplatform.com/icb/20250731201016411590000000.jpg,0,0,1,1,0,Paved,Year Round,3301 W Indigo 1084 Street,1363,324990
